t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n
109.353,2.366264,0.442833,0.010050,-1.158,0.7710,15.121,2.292,3432,86400,1,0.053,0
109.766,2.366264,0.442833,0.010050,-1.158,0.7710,14.392,2.468,3432,86400,1,0.465,0
110.174,2.399055,0.460996,0.019205,-12.319,0.9168,14.092,3.346,3457,86400,1,0.015,0
110.578,2.413947,0.468776,0.010049,-18.747,0.8285,13.100,3.184,3457,86400,1,0.045,0
110.997,2.404139,0.492385,-0.000799,-23.801,0.6605,12.542,3.625,3457,82656,1,0.050,0
111.417,2.394695,0.496070,-0.004022,-26.182,0.6557,13.833,4.681,3457,86400,1,0.367,0
111.819,2.394695,0.496070,-0.004022,-26.182,0.6557,14.556,5.608,3457,86400,1,0.769,0
112.224,2.394695,0.496070,-0.004022,-26.182,0.6557,14.117,7.743,3516,86400,1,1.174,0
112.624,2.394695,0.496070,-0.004022,-26.182,0.6557,15.369,7.401,3516,86400,1,1.574,0
113.032,2.394695,0.496070,-0.004022,-26.182,0.6557,14.342,0.000,3516,82560,1,1.982,0
113.439,2.394695,0.496070,-0.004022,-26.182,0.6557,14.559,0.000,3516,86400,1,2.389,0
113.872,2.394695,0.496070,-0.004022,-26.182,0.6557,14.648,0.000,3516,86400,1,2.822,0
114.272,2.394695,0.496070,-0.004022,-26.182,0.6557,15.378,0.000,3516,86400,1,3.223,0
114.697,2.394695,0.496070,-0.004022,-26.182,0.6557,14.289,0.000,3516,86400,1,3.647,0
115.110,2.394695,0.496070,-0.004022,-26.182,0.6557,14.588,0.000,3516,86400,1,4.060,0
115.529,2.394695,0.496070,-0.004022,-26.182,0.6557,14.658,0.000,3516,86400,1,4.479,0
115.937,2.394695,0.496070,-0.004022,-26.182,0.6557,14.143,0.000,3516,86304,1,4.887,0
116.376,2.394695,0.496070,-0.004022,-26.182,0.6557,14.210,0.000,3516,86400,1,5.326,0
116.777,2.394695,0.496070,-0.004022,-26.182,0.6557,15.744,0.000,3516,86400,1,5.727,0
117.201,2.394695,0.496070,-0.004022,-26.182,0.6557,16.289,0.000,3516,86400,1,6.151,0
117.607,2.394695,0.496070,-0.004022,-26.182,0.6557,16.519,0.000,3516,86400,1,6.557,0
118.018,2.394695,0.496070,-0.004022,-26.182,0.6557,17.420,0.000,3516,82560,1,6.968,0
118.434,2.394695,0.496070,-0.004022,-26.182,0.6557,16.568,0.000,3516,86400,1,7.385,0
118.850,2.394695,0.496070,-0.004022,-26.182,0.6557,15.763,0.000,3516,86400,1,7.800,0
119.270,2.394695,0.496070,-0.004022,-26.182,0.6557,15.715,0.000,3516,86400,1,8.220,0
119.671,2.394695,0.496070,-0.004022,-26.182,0.6557,15.969,0.000,3516,86400,1,8.621,0
120.080,2.394695,0.496070,-0.004022,-26.182,0.6557,15.756,0.000,3516,82656,1,9.030,0
120.492,2.394695,0.496070,-0.004022,-26.182,0.6557,15.134,0.000,3516,86400,1,9.442,0
120.911,2.394695,0.496070,-0.004022,-26.182,0.6557,15.059,0.000,3516,86400,1,9.861,0
121.324,2.394695,0.496070,-0.004022,-26.182,0.6557,14.763,0.000,3516,86400,1,10.274,0
121.730,2.394695,0.496070,-0.004022,-26.182,0.6557,14.681,0.000,3516,86400,1,10.680,0
122.150,2.394695,0.496070,-0.004022,-26.182,0.6557,15.831,0.000,3516,86400,1,11.100,0
122.573,2.394695,0.496070,-0.004022,-26.182,0.6557,16.250,0.000,3516,86400,1,11.523,0
122.979,2.394695,0.496070,-0.004022,-26.182,0.6557,15.718,0.000,3516,86304,1,11.929,0
123.391,2.394695,0.496070,-0.004022,-26.182,0.6557,16.188,0.000,3516,86400,1,12.341,0
123.827,2.394695,0.496070,-0.004022,-26.182,0.6557,14.552,0.000,3516,86400,1,12.777,0
124.229,2.394695,0.496070,-0.004022,-26.182,0.6557,14.768,0.000,3516,86400,1,13.179,0
124.631,2.394695,0.496070,-0.004022,-26.182,0.6557,15.329,0.000,3516,86400,1,13.581,0
125.040,2.394695,0.496070,-0.004022,-26.182,0.6557,14.167,0.000,3516,82656,1,13.990,0
125.472,2.394695,0.496070,-0.004022,-26.182,0.6557,14.011,0.000,3516,86400,1,14.422,0
125.880,2.394695,0.496070,-0.004022,-26.182,0.6557,15.255,0.000,3516,86400,1,14.830,0
126.290,2.394695,0.496070,-0.004022,-26.182,0.6557,15.615,0.000,3516,86400,1,15.240,0
126.706,2.394695,0.496070,-0.004022,-26.182,0.6557,16.063,0.000,3516,86400,1,15.656,0
127.118,2.394695,0.496070,-0.004022,-26.182,0.6557,17.052,0.000,3516,82656,1,16.068,0
127.526,2.394695,0.496070,-0.004022,-26.182,0.6557,16.275,0.000,3516,86400,1,16.476,0
127.945,2.394695,0.496070,-0.004022,-26.182,0.6557,15.680,0.000,3516,86304,1,16.895,0
128.350,2.394695,0.496070,-0.004022,-26.182,0.6557,15.027,0.000,3516,86400,1,17.300,0
128.774,2.394695,0.496070,-0.004022,-26.182,0.6557,14.016,0.000,3516,86400,1,17.724,0
129.174,2.394695,0.496070,-0.004022,-26.182,0.6557,15.071,0.000,3516,86400,1,18.124,0
129.602,2.394695,0.496070,-0.004022,-26.182,0.6557,16.581,0.000,3516,86400,1,18.552,0
130.030,2.394695,0.496070,-0.004022,-26.182,0.6557,17.379,0.000,3516,82656,1,18.980,0
130.432,2.394695,0.496070,-0.004022,-26.182,0.6557,16.810,0.000,3516,86400,1,19.382,0
130.840,2.394695,0.496070,-0.004022,-26.182,0.6557,17.300,0.000,3516,86400,1,19.790,0
131.251,2.394695,0.496070,-0.004022,-26.182,0.6557,16.467,0.000,3516,86400,1,20.201,0
131.655,2.394695,0.496070,-0.004022,-26.182,0.6557,15.168,0.000,3516,86400,1,20.605,0
132.078,2.394695,0.496070,-0.004022,-26.182,0.6557,16.251,0.000,3516,82656,1,21.028,0
132.490,2.394695,0.496070,-0.004022,-26.182,0.6557,15.263,0.000,3516,86400,1,21.440,0
132.891,2.394695,0.496070,-0.004022,-26.182,0.6557,15.383,0.000,3516,86400,1,21.841,0
133.292,2.394695,0.496070,-0.004022,-26.182,0.6557,15.232,0.000,3516,86400,1,22.242,0
133.724,2.394695,0.496070,-0.004022,-26.182,0.6557,15.262,0.000,3516,86400,1,22.674,0
134.126,2.394695,0.496070,-0.004022,-26.182,0.6557,15.396,0.000,3516,86400,1,23.076,0
134.537,2.394695,0.496070,-0.004022,-26.182,0.6557,16.044,0.000,3516,86400,1,23.487,0
134.973,2.394695,0.496070,-0.004022,-26.182,0.6557,16.254,0.000,3516,86304,1,23.923,0
135.379,2.394695,0.496070,-0.004022,-26.182,0.6557,16.187,0.000,3516,86400,1,24.329,0
135.781,2.394695,0.496070,-0.004022,-26.182,0.6557,14.692,0.000,3516,86400,1,24.731,0
136.202,2.394695,0.496070,-0.004022,-26.182,0.6557,14.056,0.000,3516,86400,1,25.153,0
136.617,2.394695,0.496070,-0.004022,-26.182,0.6557,15.192,0.000,3516,86400,1,25.567,0
137.031,2.394695,0.496070,-0.004022,-26.182,0.6557,15.864,0.000,3516,82656,1,25.981,0
137.477,2.394695,0.496070,-0.004022,-26.182,0.6557,15.801,0.000,3516,86400,1,26.428,0
137.880,2.394695,0.496070,-0.004022,-26.182,0.6557,16.636,0.000,3516,86400,1,26.830,0
138.280,2.394695,0.496070,-0.004022,-26.182,0.6557,16.784,0.000,3516,86400,1,27.230,0
138.691,2.394695,0.496070,-0.004022,-26.182,0.6557,16.315,0.000,3516,86400,1,27.641,0
139.092,2.394695,0.496070,-0.004022,-26.182,0.6557,15.285,0.000,3516,82656,1,28.042,0
139.514,2.394695,0.496070,-0.004022,-26.182,0.6557,15.043,0.000,3516,86400,1,28.464,0
139.916,2.394695,0.496070,-0.004022,-26.182,0.6557,15.122,0.000,3516,86304,1,28.866,0
140.319,2.394695,0.496070,-0.004022,-26.182,0.6557,16.351,0.000,3516,86400,1,29.269,0
140.732,2.394695,0.496070,-0.004022,-26.182,0.6557,16.259,0.000,3516,86400,1,29.682,0
141.175,2.394695,0.496070,-0.004022,-26.182,0.6557,16.732,0.000,3516,86400,1,30.125,0
141.591,2.394695,0.496070,-0.004022,-26.182,0.6557,16.777,0.000,3516,86400,1,30.541,0
141.992,2.394695,0.496070,-0.004022,-26.182,0.6557,16.757,0.000,3516,86304,1,30.942,0
142.396,2.394695,0.496070,-0.004022,-26.182,0.6557,16.709,0.000,3516,86400,1,31.346,0
142.809,2.394695,0.496070,-0.004022,-26.182,0.6557,16.816,0.000,3516,86400,1,31.759,0
143.216,2.394695,0.496070,-0.004022,-26.182,0.6557,17.037,0.000,3516,86400,1,32.166,0
143.631,2.394695,0.496070,-0.004022,-26.182,0.6557,18.854,0.000,3516,86400,1,32.581,0
144.032,2.394695,0.496070,-0.004022,-26.182,0.6557,17.455,0.000,3516,82656,1,32.982,0
144.450,2.394695,0.496070,-0.004022,-26.182,0.6557,16.343,0.000,3516,86400,1,33.400,0
144.852,2.394695,0.496070,-0.004022,-26.182,0.6557,15.740,0.000,3516,86400,1,33.802,0
145.265,2.394695,0.496070,-0.004022,-26.182,0.6557,14.194,0.000,3516,86400,1,34.215,0
145.672,2.394695,0.496070,-0.004022,-26.182,0.6557,13.664,0.000,3516,86400,1,34.622,0
146.078,2.394695,0.496070,-0.004022,-26.182,0.6557,13.706,0.000,3516,82656,1,35.028,0
146.490,2.394695,0.496070,-0.004022,-26.182,0.6557,15.708,0.000,3516,86400,1,35.440,0
146.897,2.394695,0.496070,-0.004022,-26.182,0.6557,15.167,0.000,3516,86400,1,35.847,0
147.320,2.394695,0.496070,-0.004022,-26.182,0.6557,15.761,0.000,3516,86400,1,36.270,0
147.731,2.394695,0.496070,-0.004022,-26.182,0.6557,15.811,0.000,3516,86400,1,36.681,0
148.136,2.394695,0.496070,-0.004022,-26.182,0.6557,15.851,0.000,3516,86400,1,37.086,0
148.537,2.394695,0.496070,-0.004022,-26.182,0.6557,14.275,0.000,3516,86400,1,37.487,0
148.978,2.394695,0.496070,-0.004022,-26.182,0.6557,14.171,0.000,3516,86304,1,37.928,0
149.455,2.394695,0.496070,-0.004022,-26.182,0.6557,13.845,0.000,3516,86400,1,38.405,0
149.872,2.394695,0.496070,-0.004022,-26.182,0.6557,14.112,0.000,3516,86400,1,38.822,0
150.273,2.394695,0.496070,-0.004022,-26.182,0.6557,14.225,0.000,3516,86400,1,39.223,0
150.678,2.394695,0.496070,-0.004022,-26.182,0.6557,14.843,0.000,3516,86400,1,39.628,0
151.090,2.394695,0.496070,-0.004022,-26.182,0.6557,15.488,0.000,3516,82656,1,40.040,0
151.508,2.394695,0.496070,-0.004022,-26.182,0.6557,15.642,0.000,3516,86400,1,40.458,0
151.916,2.394695,0.496070,-0.004022,-26.182,0.6557,16.077,0.000,3516,86304,1,40.866,0
152.331,2.394695,0.496070,-0.004022,-26.182,0.6557,16.707,0.000,3516,86400,1,41.281,0
152.733,2.394695,0.496070,-0.004022,-26.182,0.6557,15.712,0.000,3516,86400,1,41.684,0
153.152,2.394695,0.496070,-0.004022,-26.182,0.6557,15.306,0.000,3516,86400,1,42.102,0
153.554,2.394695,0.496070,-0.004022,-26.182,0.6557,13.796,0.000,3516,86400,1,42.504,0
153.981,2.394695,0.496070,-0.004022,-26.182,0.6557,12.958,0.000,3516,86304,1,42.931,0
154.390,2.394695,0.496070,-0.004022,-26.182,0.6557,12.657,0.000,3516,86400,1,43.340,0
154.790,2.394695,0.496070,-0.004022,-26.182,0.6557,13.617,0.000,3516,86400,1,43.741,0
155.200,2.394695,0.496070,-0.004022,-26.182,0.6557,13.572,0.000,3516,86400,1,44.150,0
155.602,2.394695,0.496070,-0.004022,-26.182,0.6557,15.267,0.000,3516,86400,1,44.552,0
156.011,2.394695,0.496070,-0.004022,-26.182,0.6557,16.655,0.000,3516,82656,1,44.961,0
156.414,2.394695,0.496070,-0.004022,-26.182,0.6557,17.476,0.000,3516,86400,1,45.364,0
156.828,2.394695,0.496070,-0.004022,-26.182,0.6557,17.557,0.000,3516,86400,1,45.778,0
157.230,2.394695,0.496070,-0.004022,-26.182,0.6557,18.900,0.000,3516,86400,1,46.180,0
157.630,2.394695,0.496070,-0.004022,-26.182,0.6557,18.820,0.000,3516,86400,1,46.580,0
158.035,2.394695,0.496070,-0.004022,-26.182,0.6557,17.943,0.000,3516,82656,1,46.985,0
158.450,2.394695,0.496070,-0.004022,-26.182,0.6557,18.359,0.000,3516,86400,1,47.400,0
158.850,2.394695,0.496070,-0.004022,-26.182,0.6557,17.848,0.000,3516,86400,1,47.800,0
159.270,2.394695,0.496070,-0.004022,-26.182,0.6557,16.916,0.000,3516,86400,1,48.220,0
159.670,2.394695,0.496070,-0.004022,-26.182,0.6557,16.314,0.000,3516,86400,1,48.620,0
160.072,2.394695,0.496070,-0.004022,-26.182,0.6557,17.443,0.000,3516,82656,1,49.022,0
160.478,2.394695,0.496070,-0.004022,-26.182,0.6557,17.302,0.000,3516,86400,1,49.428,0
160.882,2.394695,0.496070,-0.004022,-26.182,0.6557,16.343,0.000,3516,86400,1,49.832,0
161.290,2.394695,0.496070,-0.004022,-26.182,0.6557,16.808,0.000,3516,86400,1,50.240,0
161.696,2.394695,0.496070,-0.004022,-26.182,0.6557,16.965,0.000,3516,86400,1,50.646,0
162.112,2.394695,0.496070,-0.004022,-26.182,0.6557,16.869,0.000,3516,82656,1,51.062,0
162.516,2.394695,0.496070,-0.004022,-26.182,0.6557,16.380,0.000,3516,86400,1,51.466,0
162.929,2.394695,0.496070,-0.004022,-26.182,0.6557,17.496,0.000,3516,86304,1,51.879,0
163.331,2.394695,0.496070,-0.004022,-26.182,0.6557,17.271,0.000,3516,86400,1,52.281,0
163.752,2.394695,0.496070,-0.004022,-26.182,0.6557,16.783,0.000,3516,86400,1,52.702,0
164.170,2.394695,0.496070,-0.004022,-26.182,0.6557,16.323,0.000,3516,86400,1,53.120,0
164.572,2.394695,0.496070,-0.004022,-26.182,0.6557,16.074,0.000,3516,86400,1,53.522,0
164.976,2.394695,0.496070,-0.004022,-26.182,0.6557,16.223,0.000,3516,86304,1,53.926,0
165.380,2.394695,0.496070,-0.004022,-26.182,0.6557,15.203,0.000,3516,86400,1,54.330,0
165.790,2.394695,0.496070,-0.004022,-26.182,0.6557,15.230,0.000,3516,86400,1,54.741,0
166.191,2.394695,0.496070,-0.004022,-26.182,0.6557,16.215,0.000,3516,86400,1,55.141,0
166.612,2.394695,0.496070,-0.004022,-26.182,0.6557,15.814,0.000,3516,86400,1,55.562,0
167.031,2.394695,0.496070,-0.004022,-26.182,0.6557,14.740,0.000,3516,82656,1,55.981,0
167.447,2.394695,0.496070,-0.004022,-26.182,0.6557,15.017,0.000,3516,86400,1,56.397,0
167.890,2.394695,0.496070,-0.004022,-26.182,0.6557,13.514,0.000,3516,86400,1,56.840,0
168.290,2.394695,0.496070,-0.004022,-26.182,0.6557,13.637,0.000,3516,86400,1,57.240,0
168.691,2.394695,0.496070,-0.004022,-26.182,0.6557,14.888,0.000,3516,86400,1,57.641,0
169.097,2.394695,0.496070,-0.004022,-26.182,0.6557,15.865,0.000,3516,82656,1,58.047,0
169.504,2.394695,0.496070,-0.004022,-26.182,0.6557,16.132,0.000,3516,86400,1,58.454,0
169.907,2.394695,0.496070,-0.004022,-26.182,0.6557,15.521,0.000,3516,86304,1,58.857,0
170.310,2.394695,0.496070,-0.004022,-26.182,0.6557,15.306,0.000,3516,86400,1,59.260,0
170.715,2.394695,0.496070,-0.004022,-26.182,0.6557,14.648,0.000,3516,86400,1,59.665,0
171.119,2.394695,0.496070,-0.004022,-26.182,0.6557,14.690,0.000,3516,86400,1,60.069,0
171.525,2.394695,0.496070,-0.004022,-26.182,0.6557,15.303,0.000,3516,86400,1,60.475,0
171.932,2.394695,0.496070,-0.004022,-26.182,0.6557,14.991,0.000,3516,86400,1,60.882,0
172.336,2.394695,0.496070,-0.004022,-26.182,0.6557,15.167,0.000,3516,86400,1,61.286,0
172.754,2.394695,0.496070,-0.004022,-26.182,0.6557,16.214,0.000,3516,86400,1,61.704,0
173.172,2.394695,0.496070,-0.004022,-26.182,0.6557,15.713,0.000,3516,86400,1,62.122,0
173.577,2.394695,0.496070,-0.004022,-26.182,0.6557,15.195,0.000,3516,86400,1,62.527,0
