t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n,wheel_x,wheel_y,wheel_yaw_deg
172.815,3.273883,0.344932,0.000879,-38.842,0.8481,18.799,1.791,2504,82560,1,0.114,0,2.964079,-0.244168,-43.026
173.217,3.273883,0.344932,0.000879,-38.842,0.8481,13.029,0.000,2504,86400,1,0.516,0,2.982655,-0.261498,-43.007
173.635,3.309085,0.327636,0.005851,-38.357,0.9357,17.019,1.194,2505,86400,1,0.096,0,2.999745,-0.277462,-43.073
174.041,3.324653,0.320686,0.003773,-37.399,0.9466,19.355,1.664,2505,86400,1,0.138,0,3.010548,-0.287564,-43.088
174.442,3.336739,0.323779,0.008641,-36.426,0.9528,18.211,2.091,2505,86400,1,0.306,0,3.021536,-0.297848,-43.130
174.844,3.357138,0.316546,0.004456,-36.101,0.9621,15.702,2.779,2505,86400,1,0.226,0,3.036732,-0.312104,-43.211
175.250,3.376333,0.316747,0.003170,-37.397,0.9147,12.705,2.987,2505,86400,1,0.037,0,3.051385,-0.325853,-43.207
175.662,3.377785,0.327086,0.002988,-37.250,0.8125,9.660,3.566,2505,86400,1,0.077,0,3.049390,-0.323975,-43.299
176.071,3.377785,0.327086,0.002988,-37.250,0.8125,21.541,3.448,2505,86400,1,0.485,0,3.049390,-0.323975,-43.299
176.481,3.377785,0.327086,0.002988,-37.250,0.8125,21.079,4.134,2505,86304,1,0.895,0,3.048546,-0.323174,-43.939
176.895,3.377203,0.330633,-0.002292,-39.782,0.7891,22.669,2.945,2505,86400,1,0.276,0,3.048930,-0.323563,-45.983
177.302,3.375355,0.331949,-0.002225,-42.026,0.7519,18.847,2.587,2505,86400,1,0.065,0,3.049181,-0.323844,-49.455
177.703,3.375355,0.331949,-0.002225,-42.026,0.7519,18.044,3.978,2505,86400,1,0.466,0,3.049144,-0.323771,-53.013
178.117,3.372269,0.337029,-0.000046,-44.434,0.7244,11.745,3.524,2505,86400,1,0.215,0,3.049194,-0.323839,-54.639
178.534,3.370525,0.342132,0.000421,-46.138,0.7226,10.563,2.646,2505,86400,1,0.026,0,3.049026,-0.323520,-60.376
178.942,3.360218,0.359558,-0.000964,-47.097,0.7152,16.502,4.218,2505,86400,1,0.024,0,3.048960,-0.323415,-63.922
179.359,3.352571,0.371787,-0.001748,-49.162,0.6329,16.312,5.196,2505,86400,1,0.052,0,3.049178,-0.323878,-65.307
179.769,3.347770,0.377203,-0.003996,-49.974,0.6168,14.447,5.378,2505,86400,1,0.380,0,3.048984,-0.323401,-71.705
180.174,3.340413,0.382024,-0.003699,-55.098,0.5181,17.936,6.044,2505,86400,1,0.177,0,3.049338,-0.324560,-75.579
180.576,3.340413,0.382024,-0.003699,-55.098,0.5181,21.140,5.669,2505,86304,1,0.579,0,3.049268,-0.324266,-79.047
180.976,3.340413,0.382024,-0.003699,-55.098,0.5181,16.280,4.716,2505,86304,1,0.979,0,3.049319,-0.324589,-82.569
181.384,3.340413,0.382024,-0.003699,-55.098,0.5181,11.795,3.288,2505,82656,1,1.387,0,3.049248,-0.323992,-85.994
181.797,3.310471,0.384229,-0.004493,-66.796,0.9710,17.305,1.749,2505,86400,1,0.084,0,3.049250,-0.324012,-87.948
182.201,3.283606,0.379058,-0.011600,-67.840,0.9779,12.409,5.612,2505,86400,1,0.140,0,3.049274,-0.323334,-93.476
182.601,3.252448,0.377225,-0.005717,-71.440,0.8672,18.756,4.704,2505,86400,1,0.012,0,3.049215,-0.323838,-97.472
183.016,3.210928,0.381386,-0.006665,-73.228,0.7073,16.043,5.534,2655,86400,1,0.044,0,3.049395,-0.322669,259.017
183.439,3.194917,0.379579,-0.012194,-74.820,0.6837,15.767,5.728,2655,86400,1,0.342,0,3.049268,-0.323203,256.000
183.858,3.182389,0.375614,-0.008449,-79.346,0.6327,12.589,4.118,2655,86400,1,0.097,0,3.049092,-0.323883,254.936
184.265,3.182389,0.375614,-0.008449,-79.346,0.6327,11.667,4.084,2655,86400,1,0.505,0,3.049207,-0.323460,254.625
184.677,3.173707,0.374879,-0.006302,-79.487,0.6390,16.441,3.004,2655,86304,1,0.281,0,3.049207,-0.323460,254.625
185.078,3.164600,0.372521,-0.008009,-79.622,0.6448,20.666,1.638,2655,86304,1,0.149,0,3.049207,-0.323460,254.625
185.486,3.164600,0.372521,-0.008009,-79.622,0.6448,15.544,1.712,2655,86304,1,0.557,0,3.049207,-0.323460,254.625
185.895,3.157440,0.371091,-0.008724,-79.494,0.6413,17.861,1.630,2655,86400,1,0.271,0,3.049207,-0.323460,254.625
186.303,3.151162,0.365026,-0.009499,-79.513,0.6420,8.067,1.868,2655,82656,1,0.301,0,3.049207,-0.323460,254.625
186.756,3.146422,0.362266,-0.005848,-79.594,0.6408,18.758,2.117,2655,86304,1,0.409,0,3.049207,-0.323460,254.625
187.156,3.143117,0.357582,-0.006407,-79.570,0.6430,18.310,2.381,2655,86400,1,0.272,0,3.049207,-0.323460,254.625
187.580,3.135829,0.357037,-0.004298,-79.265,0.6379,17.973,2.625,2655,86304,1,0.052,0,3.049207,-0.323460,254.625
187.982,3.132732,0.348730,-0.003341,-79.398,0.6324,12.161,3.141,2655,86400,1,0.069,0,3.049207,-0.323460,254.625
188.393,3.129453,0.341801,-0.002820,-79.389,0.6338,17.291,4.259,2655,82656,1,0.100,0,3.049207,-0.323460,254.625
188.795,3.128575,0.339166,-0.003069,-79.258,0.6364,19.869,3.954,2655,86400,1,0.141,0,3.049207,-0.323460,254.625
189.197,3.128575,0.339166,-0.003069,-79.258,0.6364,15.132,4.926,2655,86400,1,0.542,0,3.049207,-0.323460,254.625
189.615,3.127092,0.334768,-0.004049,-79.304,0.6364,18.111,2.513,2655,86400,1,0.000,0,3.049207,-0.323460,254.625
190.015,3.126223,0.332595,-0.001356,-79.142,0.6344,14.984,2.264,2655,86400,1,0.144,0,3.049207,-0.323460,254.625
190.416,3.123613,0.327803,-0.001629,-78.927,0.6388,14.807,3.454,2655,86400,1,0.024,0,3.049207,-0.323460,254.625
190.835,3.123007,0.324365,-0.004465,-79.121,0.6341,14.099,6.659,2655,86400,1,0.319,0,3.049154,-0.323654,254.659
191.237,3.122316,0.318388,-0.002702,-78.994,0.6323,12.853,5.364,2655,86400,1,0.131,0,3.047807,-0.328589,254.746
191.642,3.123841,0.305758,-0.000358,-79.032,0.6353,16.321,5.495,2655,86400,1,0.134,0,3.041873,-0.350456,254.778
192.059,3.129422,0.273484,-0.003268,-79.195,0.6408,16.281,5.686,2655,86400,1,0.030,0,3.036660,-0.369582,254.780
192.466,3.128596,0.265371,-0.002843,-79.074,0.6384,18.384,4.532,2655,86400,1,0.185,0,3.031413,-0.388865,254.716
192.877,3.132224,0.236617,0.000772,-79.035,1.0000,20.018,4.482,2655,86400,1,0.163,0,3.025985,-0.408767,254.764
193.281,3.135479,0.217880,0.002370,-78.934,1.0000,12.039,3.926,2655,82656,1,0.245,0,3.020671,-0.428276,254.772
193.694,3.139147,0.206477,0.006304,-79.011,1.0000,17.387,4.038,3076,86304,1,0.382,0,3.015652,-0.446738,254.802
194.098,3.151985,0.159570,0.011542,-79.050,1.0000,18.117,2.294,3076,86304,1,0.073,0,3.010561,-0.465491,254.836
194.500,3.163341,0.128519,0.020135,-78.841,0.9983,17.886,2.562,3076,86400,1,0.226,0,3.004806,-0.486810,254.907
194.902,3.175799,0.088101,0.006723,-78.908,0.9982,15.250,2.980,3076,86400,1,0.187,0,2.999614,-0.506086,254.953
195.305,3.184903,0.051174,0.007527,-78.849,0.9981,15.541,3.668,3076,86400,1,0.086,0,2.994827,-0.523893,254.924
195.706,3.190584,0.030230,0.013701,-79.096,0.9963,24.407,6.066,3076,86400,1,0.197,0,2.992751,-0.531601,254.941
196.146,3.186635,0.002858,0.005070,-78.940,1.0000,19.562,6.020,3076,86400,1,0.044,0,2.987752,-0.550163,254.923
196.558,3.189342,-0.013464,0.004986,-78.874,1.0000,17.346,5.633,3076,86304,1,0.068,0,2.978449,-0.584580,254.866
196.960,3.191669,-0.027145,0.007744,-78.875,0.9982,18.890,6.465,3076,86400,1,0.153,0,2.973487,-0.602904,254.834
197.360,3.194167,-0.036405,0.006756,-78.861,0.9893,16.160,5.885,3076,86304,1,0.068,0,2.968200,-0.622401,254.838
197.776,3.196985,-0.049527,0.008719,-78.900,0.9856,18.089,5.771,3498,86304,1,0.121,0,2.962761,-0.642434,254.788
198.199,3.196985,-0.049527,0.008719,-78.900,0.9856,14.233,6.006,3498,86400,1,0.544,0,2.959406,-0.654770,254.802
198.601,3.216157,-0.117184,0.020130,-79.135,0.9809,11.071,3.299,3498,86400,1,0.062,0,2.952091,-0.681719,254.822
199.015,3.232372,-0.159018,0.010306,-79.125,0.9778,13.025,2.858,3498,86400,1,0.036,0,2.946842,-0.701126,254.892
199.462,3.239788,-0.183522,0.004572,-79.100,0.9860,11.733,2.848,3498,82656,1,0.052,0,2.943915,-0.711960,254.883
199.864,3.246505,-0.195908,0.008318,-79.093,0.9841,11.071,5.107,3498,86304,1,0.150,0,2.936112,-0.740889,254.934
200.276,3.253323,-0.216537,0.004826,-79.110,0.9581,14.103,4.760,3498,86400,1,0.056,0,2.931240,-0.758985,254.914
200.695,3.262254,-0.236675,0.008176,-79.199,0.9981,17.864,5.718,3498,86400,1,0.105,0,2.925361,-0.780849,254.945
201.096,3.266743,-0.248345,0.007867,-79.266,0.9374,15.877,5.775,3498,86400,1,0.178,0,2.920042,-0.800587,254.916
201.496,3.266743,-0.248345,0.007867,-79.266,0.9374,17.757,5.834,3498,86400,1,0.578,0,2.915088,-0.818957,254.876
201.915,3.273011,-0.275847,0.006021,-79.232,0.9436,17.833,4.582,3839,86400,1,0.386,0,2.909567,-0.839367,254.872
202.316,3.286813,-0.327849,0.013538,-79.335,0.9312,14.421,3.777,3839,86304,1,0.107,0,2.904375,-0.858560,254.855
202.735,3.296943,-0.357370,0.012432,-79.188,0.9202,14.237,3.519,3839,86400,1,0.223,0,2.899722,-0.875766,254.911
203.136,3.299731,-0.377964,0.005475,-79.252,0.9002,17.267,4.420,3839,86400,1,0.023,0,2.895972,-0.889666,254.908
203.536,3.302796,-0.394932,0.007719,-79.273,0.8747,15.837,5.790,3839,86304,1,0.115,0,2.890544,-0.909792,254.899
203.936,3.304128,-0.415263,0.005617,-79.280,0.8574,16.138,5.317,3839,86400,1,0.017,0,2.885416,-0.928778,254.899
204.357,3.307007,-0.429511,0.005517,-79.326,0.8373,17.062,4.891,3839,86304,1,0.121,0,2.880118,-0.948454,254.954
204.775,3.309482,-0.441409,0.005063,-79.287,0.8396,20.464,4.802,3839,86400,1,0.262,0,2.874709,-0.968556,254.960
205.176,3.313379,-0.459959,0.007160,-79.252,0.8662,14.210,3.744,3839,86400,1,0.256,0,2.869726,-0.987135,255.016
205.584,3.317551,-0.479877,0.007340,-79.205,0.8384,12.618,3.345,3839,86400,1,0.252,0,2.864892,-1.005196,255.020
205.998,3.321115,-0.493735,0.008104,-79.200,0.8948,15.929,2.657,3839,86400,1,0.257,0,2.859669,-1.024700,255.009
206.404,3.328509,-0.523696,0.007311,-79.145,0.8539,14.935,2.777,3839,86304,1,0.091,0,2.854303,-1.044734,254.988
206.815,3.330230,-0.529844,0.007373,-79.179,0.8438,16.253,3.294,4053,86400,1,0.377,0,2.848703,-1.065605,254.984
207.216,3.341422,-0.578356,0.010091,-79.287,0.8503,21.103,3.203,4053,86400,1,0.010,0,2.843640,-1.084477,254.970
207.655,3.344644,-0.595139,0.006913,-79.184,0.8485,17.124,3.343,4053,86400,1,0.119,0,2.839322,-1.100577,254.995
208.081,3.350105,-0.621065,0.006272,-79.222,0.8623,17.707,3.941,4053,86400,1,0.057,0,2.835722,-1.114008,254.992
208.495,3.353854,-0.636285,0.009196,-79.202,0.8477,18.471,3.511,4053,86400,1,0.163,0,2.827375,-1.145236,255.090
208.896,3.362571,-0.663796,0.010020,-79.220,0.8504,15.537,4.695,4053,86400,1,0.071,0,2.822473,-1.163650,255.096
209.302,3.368702,-0.690425,0.008185,-79.231,0.8431,14.572,5.963,4053,86304,1,0.089,0,2.817240,-1.183348,255.134
209.715,3.370536,-0.697270,0.008995,-79.205,0.8292,15.191,6.850,4053,86400,1,0.284,0,2.812034,-1.202898,255.040
210.116,3.373302,-0.714970,0.006329,-79.215,0.8562,15.142,6.563,4053,86400,1,0.261,0,2.807214,-1.220927,255.034
210.516,3.373302,-0.714970,0.006329,-79.215,0.8562,15.059,6.737,4053,86400,1,0.661,0,2.801913,-1.240730,255.014
210.936,3.382128,-0.765926,0.010415,-79.247,0.8729,14.884,3.119,4053,86400,1,0.041,0,2.796503,-1.260988,255.071
211.358,3.383018,-0.777960,0.005060,-79.215,0.8230,15.792,3.035,4053,86304,1,0.000,0,2.793167,-1.273484,255.045
211.763,3.384760,-0.789369,0.006603,-79.161,0.7683,15.521,3.395,4215,86400,1,0.140,0,2.788197,-1.292157,255.105
212.172,3.384760,-0.789369,0.006603,-79.161,0.7683,15.557,6.870,4215,86400,1,0.549,0,2.784565,-1.305797,255.084
212.594,3.389835,-0.816778,0.003907,-79.102,0.8511,15.534,4.470,4215,86400,1,0.357,0,2.779371,-1.325343,255.132
213.018,3.396961,-0.845271,0.011737,-79.063,0.8259,15.177,4.135,4215,86400,1,0.195,0,2.772266,-1.352150,255.181
213.435,3.401590,-0.873178,0.011848,-79.083,0.8462,14.206,3.988,4215,82656,1,0.168,0,2.766856,-1.372611,255.196
213.836,3.406503,-0.898823,0.012010,-79.006,0.8838,13.107,4.766,4215,86400,1,0.130,0,2.761739,-1.391970,255.198
214.247,3.406503,-0.898823,0.012010,-79.006,0.8838,12.537,5.484,4215,86400,1,0.541,0,2.757851,-1.406675,255.186
214.650,3.412294,-0.949718,0.007304,-79.351,0.8410,12.627,4.510,4215,86400,1,0.144,0,2.755346,-1.416001,254.654
215.063,3.412294,-0.949718,0.007304,-79.351,0.8410,12.130,4.037,4215,86400,1,0.557,0,2.746296,-1.448957,254.547
215.469,3.417628,-0.983871,0.004526,-79.499,0.8537,13.169,2.927,4215,86400,1,0.248,0,2.740855,-1.468623,254.524
215.872,3.422100,-1.017237,0.005579,-79.401,0.8221,14.070,3.424,4215,86400,1,0.062,0,2.735397,-1.488297,254.465
216.278,3.422072,-1.030604,0.007735,-79.161,0.8795,14.609,3.685,4215,86304,1,0.029,0,2.733093,-1.496610,254.548
216.683,3.421853,-1.037522,0.006708,-79.295,0.8616,14.179,4.421,4368,86400,1,0.104,0,2.725054,-1.525745,254.598
217.093,3.424266,-1.048941,0.010259,-79.133,0.8547,14.130,4.345,4368,86400,1,0.260,0,2.719717,-1.545173,254.664
217.498,3.431107,-1.080381,0.009064,-79.248,0.7891,14.647,3.727,4368,86400,1,0.013,0,2.714058,-1.565846,254.740
217.915,3.431107,-1.080381,0.009064,-79.248,0.7891,13.631,3.222,4368,86400,1,0.430,0,2.708829,-1.585005,254.720
218.339,3.438888,-1.119040,0.023000,-79.286,0.8620,13.711,2.322,4368,86304,1,0.189,0,2.707256,-1.590756,254.718
218.755,3.443826,-1.138636,0.011808,-79.322,0.8626,15.452,2.349,4368,86400,1,0.220,0,2.697896,-1.625076,254.705
219.156,3.448906,-1.162590,0.012933,-79.395,0.8646,15.742,2.734,4368,86400,1,0.209,0,2.692626,-1.644326,254.675
219.559,3.451189,-1.193227,0.010861,-79.276,0.8363,14.084,4.649,4368,86400,1,0.119,0,2.687598,-1.662660,254.646
219.972,3.455466,-1.212879,0.013913,-79.296,0.8454,15.035,4.077,4368,86400,1,0.105,0,2.683419,-1.677918,254.698
220.374,3.459818,-1.236986,0.014342,-79.250,0.8068,17.160,4.418,4368,82656,1,0.136,0,2.676601,-1.702850,254.721
220.781,3.463536,-1.255240,0.013722,-79.330,0.8571,16.164,4.281,4368,86400,1,0.198,0,2.672110,-1.719306,254.717
221.232,3.469040,-1.280795,0.011959,-79.355,0.9247,16.274,4.162,4368,86400,1,0.208,0,2.666775,-1.738828,254.719
221.635,3.473108,-1.303369,0.011345,-79.271,0.8929,15.877,3.580,4368,86400,1,0.092,0,2.660491,-1.761882,254.765
222.054,3.475755,-1.320154,0.006051,-79.409,0.7928,15.182,3.251,4368,86400,1,0.076,0,2.656226,-1.777558,254.808
222.482,3.475755,-1.320154,0.006051,-79.409,0.7928,13.694,2.865,4368,86400,1,0.503,0,2.650185,-1.799856,254.852
222.882,3.486117,-1.372234,0.013190,-79.488,0.8182,14.420,2.792,4516,86400,1,0.067,0,2.645880,-1.815728,254.818
223.308,3.489062,-1.389726,0.013112,-79.339,0.8082,12.878,3.485,4516,86304,1,0.044,0,2.644156,-1.822080,254.809
223.708,3.492881,-1.413036,0.016050,-79.447,0.8608,13.681,3.635,4516,86400,1,0.079,0,2.635531,-1.853803,254.825
224.122,3.495638,-1.427174,0.012362,-79.465,0.8465,14.841,5.629,4516,86400,1,0.242,0,2.635028,-1.855656,254.826
224.538,3.505767,-1.473376,0.009876,-79.472,0.8556,14.968,5.882,4516,86400,1,0.032,0,2.624723,-1.893657,254.852
224.939,3.511846,-1.498004,0.017025,-79.447,0.9547,14.619,6.070,4516,86400,1,0.019,0,2.619613,-1.912545,254.873
225.346,3.512875,-1.502776,0.009450,-79.430,0.7917,15.770,7.182,4516,86304,1,0.325,0,2.619558,-1.912749,254.895
225.747,3.512885,-1.501860,0.010680,-79.383,0.8455,15.661,5.972,4516,86400,1,0.323,0,2.620078,-1.910818,254.944
226.160,3.515818,-1.511578,0.014542,-79.325,0.8411,14.542,5.255,4516,86400,1,0.028,0,2.620078,-1.910818,254.944
226.561,3.515388,-1.513305,0.012668,-79.331,0.8543,15.903,5.044,4516,86400,1,0.245,0,2.620078,-1.910818,254.944
226.966,3.516405,-1.518867,0.011144,-79.324,0.9543,15.530,4.802,4516,86400,1,0.070,0,2.620078,-1.910818,254.944
227.369,3.516302,-1.520248,0.010834,-79.307,0.9582,15.288,5.317,4516,82656,1,0.064,0,2.620078,-1.910818,254.944
227.772,3.516302,-1.520248,0.010834,-79.307,0.9582,14.599,5.802,4640,86400,1,0.467,0,2.620078,-1.910818,254.944
228.174,3.517581,-1.520077,0.008600,-79.319,0.8348,15.734,5.238,4640,86400,1,0.140,0,2.620078,-1.910818,254.944
228.575,3.517060,-1.519443,0.010982,-79.277,0.8446,16.277,5.865,4640,86400,1,0.248,0,2.620078,-1.910818,254.944
228.975,3.517060,-1.519443,0.010982,-79.277,0.8446,15.771,5.362,4640,86400,1,0.649,0,2.620078,-1.910818,254.944
229.396,3.516870,-1.520467,0.012289,-79.308,0.9668,15.800,4.031,4640,82560,1,0.091,0,2.620078,-1.910818,254.944
229.798,3.517586,-1.520767,0.008108,-79.307,0.7865,15.777,4.107,4640,86400,1,0.277,0,2.620078,-1.910818,254.944
230.217,3.518959,-1.523894,0.008822,-79.263,0.8534,13.765,4.185,4640,86400,1,0.085,0,2.620078,-1.910818,254.944
230.637,3.516975,-1.524146,0.006247,-79.311,0.9782,14.137,6.934,4640,86400,1,0.000,0,2.620078,-1.910818,254.944
231.055,3.516774,-1.524941,0.008004,-79.292,0.9717,15.160,7.261,4640,86400,1,0.345,0,2.620078,-1.910818,254.944
231.456,3.516715,-1.525096,0.007611,-79.270,0.9234,15.118,6.172,4640,82656,1,0.152,0,2.620078,-1.910818,254.944
231.888,3.516162,-1.524950,0.006436,-79.300,0.7930,15.140,6.610,4640,86400,1,0.173,0,2.620078,-1.910818,254.944
232.303,3.516631,-1.524877,0.011666,-79.293,0.9825,16.560,6.641,4640,86304,1,0.092,0,2.620078,-1.910818,254.944
232.705,3.516989,-1.525455,0.009391,-79.293,0.9736,16.223,5.494,4640,86400,1,0.175,0,2.620078,-1.910818,254.944
233.145,3.517531,-1.524788,0.008639,-79.261,0.8527,15.512,5.795,4640,86400,1,0.116,0,2.620078,-1.910818,254.944
233.549,3.517531,-1.524788,0.008639,-79.261,0.8527,14.618,5.603,4640,86400,1,0.519,0,2.620208,-1.910313,253.350
233.956,3.519201,-1.526194,0.008252,-81.814,0.7324,14.586,3.829,4640,86400,1,0.084,0,2.620083,-1.910695,250.552
234.374,3.519201,-1.526194,0.008252,-81.814,0.7324,13.607,2.236,4640,82656,1,0.503,0,2.620147,-1.910527,248.860
234.774,3.501620,-1.526659,0.005541,-88.658,0.6744,12.606,2.119,4640,86400,1,0.055,0,2.619985,-1.910900,243.195
235.193,3.484263,-1.529702,0.009586,-92.215,0.6793,12.680,3.974,4640,86400,1,0.063,0,2.620164,-1.910571,239.556
235.597,3.484263,-1.529702,0.009586,-92.215,0.6793,13.092,3.974,4640,86400,1,0.467,0,2.619982,-1.910887,235.926
235.997,3.473212,-1.530147,0.008284,-97.983,0.6125,13.605,3.440,4640,86400,1,0.117,0,2.620158,-1.910642,232.266
236.403,3.453353,-1.527066,0.010392,-99.346,0.6008,13.511,3.629,4640,82560,1,0.323,0,2.620059,-1.910769,231.776
236.803,3.443022,-1.530032,0.005302,-99.270,0.9812,15.773,2.777,4640,86400,1,0.077,0,2.619051,-1.912069,233.183
237.203,3.418768,-1.532535,0.012451,-99.468,0.9676,15.753,3.380,4640,86400,1,0.140,0,2.619051,-1.912069,233.183
237.604,3.411913,-1.543837,0.011320,-99.412,0.9893,16.194,3.033,4640,86400,1,0.075,0,2.611690,-1.921932,233.270
238.014,3.403763,-1.563106,0.011078,-99.466,0.9110,14.691,3.230,5062,86400,1,0.077,0,2.604948,-1.930961,233.251
238.452,3.393606,-1.581455,0.008333,-99.411,0.8402,14.165,4.360,5062,82656,1,0.120,0,2.589842,-1.951196,233.248
238.861,3.386800,-1.603496,0.012358,-99.370,0.8857,12.148,3.975,5062,86400,1,0.037,0,2.575157,-1.970878,233.282
239.268,3.384977,-1.633298,0.016775,-99.462,0.8065,12.540,4.688,5062,86304,1,0.033,0,2.569256,-1.978785,233.261
239.698,3.384177,-1.656469,0.011586,-99.560,0.8225,13.355,4.786,5062,86400,1,0.089,0,2.554697,-1.998285,233.266
240.098,3.382602,-1.678768,0.009230,-99.486,0.8199,13.547,4.666,5062,86400,1,0.050,0,2.538423,-2.020082,233.268
240.515,3.383873,-1.696054,0.013658,-99.696,0.8340,15.626,5.055,5062,86400,1,0.193,0,2.525755,-2.037067,233.272
240.915,3.381169,-1.715752,0.012788,-99.630,0.8708,15.768,4.474,5062,86400,1,0.187,0,2.514386,-2.052288,233.278
241.318,3.381169,-1.715752,0.012788,-99.630,0.8708,16.167,4.573,5062,86304,1,0.590,0,2.502378,-2.068402,233.304
241.719,3.375802,-1.751634,0.010652,-99.398,0.8592,16.860,3.124,5062,86400,1,0.073,0,2.494916,-2.078407,233.291
242.134,3.372976,-1.770499,0.010907,-99.560,0.9590,17.304,2.949,5062,86400,1,0.231,0,2.482051,-2.095659,233.257
242.535,3.371086,-1.792974,0.005409,-99.506,0.8319,17.086,2.884,5062,86400,1,0.073,0,2.470852,-2.110657,233.260
242.944,3.369623,-1.816580,0.005895,-99.532,0.8159,16.441,4.046,5062,86400,1,0.125,0,2.458051,-2.127793,233.206
243.349,3.365431,-1.837788,0.010703,-99.432,0.7967,15.705,4.377,5062,86304,1,0.104,0,2.455349,-2.131406,233.221
243.757,3.363299,-1.860400,0.010806,-99.573,0.8523,15.205,4.039,5455,86400,1,0.120,0,2.434103,-2.159845,233.216
244.163,3.359410,-1.886055,0.012443,-99.664,0.8573,14.709,4.414,5455,86400,1,0.092,0,2.422948,-2.174777,233.249
244.570,3.352824,-1.909724,0.011536,-99.640,0.8430,13.744,4.719,5455,86400,1,0.038,0,2.410498,-2.191445,233.218
244.971,3.351281,-1.928103,0.013689,-99.610,0.9622,13.732,4.902,5455,86400,1,0.067,0,2.398475,-2.207533,233.231
245.375,3.351281,-1.928103,0.013689,-99.610,0.9622,14.545,5.526,5455,82656,1,0.472,0,2.386991,-2.222901,233.225
245.821,3.347422,-1.969558,0.009055,-99.658,0.8768,15.794,4.932,5455,86400,1,0.095,0,2.378937,-2.233686,233.272
246.236,3.347532,-1.973749,0.009281,-99.608,0.8220,15.212,5.098,5455,86400,1,0.388,0,2.361454,-2.257109,233.285
246.637,3.340076,-2.007594,0.007100,-99.448,0.8043,15.752,3.751,5455,86400,1,0.019,0,2.355312,-2.265348,233.314
247.056,3.339149,-2.010102,0.006243,-99.450,0.8512,16.395,4.757,5455,86400,1,0.368,0,2.337679,-2.289000,233.288
247.469,3.335278,-2.041956,0.007007,-99.406,0.8346,15.026,3.402,5455,86400,1,0.181,0,2.329174,-2.300404,233.271
247.870,3.334081,-2.063792,0.006016,-99.406,0.8902,14.661,3.828,5455,86400,1,0.123,0,2.317255,-2.316364,233.228
248.282,3.333085,-2.078979,0.005205,-99.446,0.8304,14.622,3.691,5455,86304,1,0.215,0,2.301485,-2.337473,233.254
248.682,3.330744,-2.114118,0.011046,-99.391,0.8147,15.039,3.081,5758,86400,1,0.047,0,2.289923,-2.352963,233.288
249.098,3.330171,-2.139536,0.007544,-99.716,0.8201,14.990,4.518,5758,86400,1,0.040,0,2.277384,-2.369779,233.282
249.503,3.325888,-2.157602,0.006898,-99.720,0.8496,14.645,4.703,5758,86400,1,0.074,0,2.272016,-2.376983,233.122
249.915,3.326374,-2.158209,0.011304,-99.756,0.8356,14.662,5.256,5758,86400,1,0.136,0,2.272342,-2.376548,233.118
250.316,3.325158,-2.160254,0.008792,-99.709,0.8516,15.652,6.260,5758,86304,1,0.051,0,2.272342,-2.376548,233.118
250.717,3.325158,-2.160254,0.008792,-99.709,0.8516,14.698,5.888,5758,86400,1,0.452,0,2.272342,-2.376548,233.118
251.118,3.325009,-2.161734,0.008452,-99.694,0.8634,14.852,4.280,5758,86400,1,0.091,0,2.272342,-2.376548,233.118
251.518,3.325009,-2.161734,0.008452,-99.694,0.8634,15.003,4.236,5758,86400,1,0.492,0,2.272342,-2.376548,233.118
251.920,3.324069,-2.162193,0.009203,-99.761,0.8346,15.556,3.713,5758,86400,1,0.018,0,2.272342,-2.376548,233.118
252.324,3.322748,-2.162535,0.006594,-99.726,0.8487,15.188,4.470,5758,86304,1,0.195,0,2.272342,-2.376548,233.118
252.734,3.322150,-2.162574,0.007301,-99.720,0.8443,14.699,4.623,5758,86400,1,0.000,0,2.272342,-2.376548,233.118
253.135,3.320825,-2.165424,0.011369,-99.676,0.9629,14.635,6.321,5758,86400,1,0.017,0,2.272342,-2.376548,233.118
253.535,3.321464,-2.166329,0.006832,-99.637,0.7832,14.728,6.312,5758,86400,1,0.218,0,2.272342,-2.376548,233.118
253.936,3.320714,-2.165126,0.007926,-99.662,0.8370,13.699,5.025,5758,86400,1,0.099,0,2.272342,-2.376548,233.118
254.336,3.320370,-2.164923,0.006522,-99.615,0.8538,13.573,4.454,5758,86304,1,0.113,0,2.272342,-2.376548,233.118
254.736,3.320558,-2.165910,0.008644,-99.695,0.7980,15.183,4.493,5758,86400,1,0.108,0,2.272342,-2.376548,233.118
255.156,3.320069,-2.163289,0.008778,-99.684,0.8663,14.651,4.647,5758,86400,1,0.118,0,2.272342,-2.376548,233.118
255.564,3.320069,-2.163289,0.008778,-99.684,0.8663,14.043,5.826,5758,86400,1,0.526,0,2.272342,-2.376548,233.118
255.966,3.320713,-2.163216,0.007848,-99.717,0.8284,15.554,4.347,5758,86400,1,0.133,0,2.272342,-2.376548,233.118
256.377,3.319208,-2.164945,0.008513,-99.619,0.9025,16.770,4.421,5758,82656,1,0.138,0,2.272342,-2.376548,233.118
256.777,3.319874,-2.165075,0.009270,-99.726,0.8348,16.388,3.920,5758,86400,1,0.140,0,2.272728,-2.376034,232.111
257.180,3.317638,-2.169566,0.011156,-99.789,0.8275,16.359,5.141,5758,86400,1,0.179,0,2.272296,-2.376572,230.090
