t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n
22.408,0.000607,0.000972,0.001202,0.001,0.9858,14.145,3.408,1672,86304,1,0.718,0
22.824,-0.000753,0.001253,0.000778,-0.008,0.9858,15.161,2.893,1672,86400,1,0.089,0
23.225,-0.000461,0.000835,-0.000148,-0.018,0.9837,14.837,4.085,1672,86400,1,0.020,0
23.627,-0.001265,0.000270,0.000448,-0.025,0.9881,14.725,3.663,1672,86400,1,0.025,0
24.028,-0.000951,0.000802,0.001470,-0.002,0.9813,12.474,4.611,1672,86400,1,0.073,0
24.459,-0.000951,0.000802,0.001470,-0.002,0.9813,12.547,4.391,1672,86304,1,0.503,0
24.881,0.000136,0.000722,0.001511,-0.012,0.9894,12.627,3.516,1672,86400,1,0.407,0
25.299,-0.000126,0.002049,-0.000211,0.002,0.9858,12.595,2.766,1672,86400,1,0.252,0
25.704,-0.000001,0.001402,0.000035,-0.011,0.9893,13.845,4.162,1672,86400,1,0.067,0
26.129,0.000418,0.000129,0.001147,-0.013,0.9813,15.041,5.023,1672,86400,1,0.262,0
26.543,-0.000442,0.000768,0.001197,-0.007,0.9929,14.747,5.184,1672,82656,1,0.309,0
26.959,0.000491,0.001030,-0.000141,-0.020,0.9893,15.206,4.296,1672,86400,1,0.049,0
27.378,-0.000232,0.002195,-0.000594,-0.040,0.9894,14.240,4.285,1672,86400,1,0.081,0
27.814,-0.000232,0.002195,-0.000594,-0.040,0.9894,11.924,3.497,1672,86400,1,0.517,0
28.225,0.000375,0.000596,0.000113,0.015,0.9776,11.456,3.163,1672,86400,1,0.094,0
28.629,0.000121,0.000377,0.000904,-0.009,0.9834,12.655,4.367,1672,86400,1,0.069,0
29.039,-0.000391,0.000395,0.000208,0.001,0.9882,13.055,5.007,1672,86400,1,0.144,0
29.459,0.000115,0.000671,0.000351,0.012,0.9895,12.060,5.719,1672,82656,1,0.057,0
29.864,0.000124,0.001404,0.000943,0.002,0.9836,13.621,6.629,1672,86400,1,0.051,0
30.276,-0.000622,0.000634,0.001774,-0.017,0.9893,14.141,6.298,1672,86400,1,0.182,0
30.679,-0.001260,0.000998,0.000269,-0.040,0.9883,13.803,6.401,1672,86400,1,0.079,0
31.097,-0.001909,0.000353,0.000407,-0.017,0.9894,14.238,7.784,1672,86400,1,0.410,0
31.522,-0.001190,0.001629,0.000425,-0.038,0.9789,13.909,5.013,1672,82656,1,0.107,0
31.938,-0.000688,0.001749,0.000421,-0.023,0.9825,14.233,4.238,1672,86400,1,0.047,0
32.362,-0.000283,0.001554,0.000302,-0.017,0.9850,14.321,4.249,1672,86400,1,0.080,0
32.767,-0.000747,0.000722,0.000104,-0.012,0.9940,14.522,6.278,1672,86400,1,0.078,0
33.173,-0.000451,0.000925,0.001623,-0.008,0.9792,15.318,6.095,1672,86400,1,0.281,0
33.581,-0.000451,0.000925,0.001623,-0.008,0.9792,16.174,6.737,1672,86400,1,0.689,0
33.982,-0.000311,0.000911,0.000155,0.007,0.9835,15.338,4.327,1672,86400,1,0.371,0
34.401,0.000372,0.000926,0.000653,-0.009,0.9792,15.906,3.716,1672,86304,1,0.112,0
34.818,0.000054,0.001525,0.000315,-0.020,0.9882,15.832,3.529,1672,86400,1,0.226,0
35.223,-0.000111,0.002134,0.000130,-0.014,0.9929,15.187,4.057,1672,86400,1,0.133,0
35.638,-0.000387,0.001165,0.000187,-0.010,0.9836,15.234,4.633,1672,86400,1,0.357,0
36.053,-0.000432,0.000105,-0.000001,0.003,0.9894,15.553,4.186,1672,86400,1,0.058,0
36.461,0.000863,0.001123,0.000440,0.014,0.9893,17.380,4.206,1672,86304,1,0.069,0
36.865,0.000099,0.000874,-0.000071,-0.018,0.9882,17.798,4.704,1672,86400,1,0.074,0
37.268,-0.000121,0.000901,0.000667,-0.012,0.9870,18.605,5.247,1672,86400,1,0.271,0
37.673,0.000422,0.000827,-0.000008,-0.006,0.9881,17.730,6.106,1672,86400,1,0.188,0
38.076,0.000828,0.000956,0.000422,-0.005,0.9893,17.817,6.502,1672,86400,1,0.088,0
38.477,0.000265,0.001032,0.000615,-0.011,0.9892,17.793,6.489,1672,82656,1,0.090,0
38.877,-0.000982,0.001589,0.000272,-0.031,0.9790,16.323,6.319,1672,86400,1,0.090,0
39.278,-0.000982,0.001589,0.000272,-0.031,0.9790,15.903,6.697,1672,86400,1,0.490,0
39.679,-0.000459,0.000893,0.000527,-0.004,0.9940,16.216,4.224,1672,86400,1,0.089,0
40.097,0.000025,0.000741,0.000460,0.002,0.9719,14.649,3.809,1672,86400,1,0.398,0
40.498,0.000433,0.000483,0.000643,-0.010,0.9883,14.384,2.630,1672,86304,1,0.009,0
40.918,-0.000617,0.000186,-0.000181,-0.008,0.9767,14.314,3.960,1672,86400,1,0.317,0
41.319,0.000227,0.000356,0.000559,0.001,0.9907,14.724,4.145,1672,86400,1,0.040,0
41.737,-0.000705,-0.000065,0.000218,-0.004,0.9827,15.164,5.468,1672,86400,1,0.050,0
42.143,-0.000347,0.001089,0.000425,0.012,0.9825,15.313,5.347,1672,86400,1,0.052,0
42.573,0.000401,0.001360,-0.000061,0.005,0.9895,16.079,5.024,1672,82656,1,0.181,0
42.983,-0.000376,0.001816,0.000436,-0.011,0.9857,16.493,5.254,1672,86400,1,0.092,0
43.384,0.000737,-0.000209,0.000883,0.024,0.9774,16.324,5.704,1672,86304,1,0.193,0
43.789,0.000371,0.000570,0.000799,0.013,0.9894,15.277,5.317,1672,86400,1,0.385,0
44.197,0.000191,-0.000301,0.000383,-0.005,0.9848,15.473,4.750,1672,86400,1,0.018,0
44.601,0.000551,0.000584,0.000171,0.004,0.9835,15.169,5.296,1672,86400,1,0.209,0
45.019,0.000443,-0.000256,0.000313,-0.011,0.9798,14.652,4.975,1672,86400,1,0.019,0
45.419,-0.000106,0.000007,0.000040,-0.006,0.9882,14.204,6.264,1672,86304,1,0.032,0
45.837,-0.000310,0.000976,0.000950,-0.031,0.9964,15.279,7.093,1672,86400,1,0.154,0
46.264,-0.000050,0.000279,0.000782,-0.009,0.9837,15.655,6.620,1672,86400,1,0.153,0
46.675,0.000329,0.001578,-0.000221,-0.018,0.9861,16.044,5.826,1672,86400,1,0.086,0
47.075,-0.000140,0.001162,-0.000311,-0.001,0.9822,16.879,6.123,1672,86400,1,0.198,0
47.483,0.000111,0.000897,0.000884,-0.016,0.9836,16.219,5.302,1672,82656,1,0.187,0
47.888,-0.000066,0.001011,0.000963,-0.006,0.9871,15.352,5.570,1672,86400,1,0.106,0
48.328,-0.000157,0.000337,0.000633,-0.007,0.9940,15.267,6.161,1672,86400,1,0.053,0
48.764,0.000186,0.000963,0.000874,-0.023,0.9918,15.065,5.744,1672,86400,1,0.146,0
49.190,0.000099,0.000853,0.001223,0.001,0.9809,15.279,5.614,1672,86400,1,0.291,0
49.620,-0.000866,-0.000604,0.000823,-0.009,0.9848,14.989,5.604,1672,86400,1,0.232,0
50.022,0.000576,0.000187,0.000985,-0.021,0.9873,14.247,5.075,1672,86400,1,0.041,0
50.422,0.000576,0.000187,0.000985,-0.021,0.9873,14.158,4.403,1672,86304,1,0.441,0
50.837,0.000598,0.000312,0.001046,-0.001,0.9871,13.473,4.033,1672,86400,1,0.202,0
51.255,0.000759,0.001189,0.000682,0.004,0.9858,13.024,3.880,1672,86400,1,0.167,0
51.663,0.000469,0.000945,-0.000408,0.015,0.9941,13.946,4.116,1672,86400,1,0.072,0
52.069,0.000201,0.001161,0.000137,0.005,0.9847,14.337,4.630,1672,86400,1,0.275,0
52.476,-0.001079,0.001062,-0.000302,0.004,0.9858,14.698,4.765,1672,82656,1,0.090,0
52.882,-0.001290,0.001308,-0.000283,0.006,0.9883,16.267,6.159,1672,86400,1,0.105,0
53.298,0.000288,0.000905,0.000659,-0.008,0.9858,16.934,7.076,1672,86400,1,0.098,0
53.701,-0.000315,0.001201,0.000568,-0.014,0.9880,16.341,7.076,1672,86400,1,0.212,0
54.118,-0.000829,0.001066,0.001809,-0.023,0.9870,16.874,6.968,1672,86400,1,0.121,0
54.518,-0.000530,0.001541,0.000515,-0.009,0.9847,16.881,6.120,1672,82560,1,0.128,0
54.924,0.000651,0.001930,0.000183,-0.014,0.9929,15.645,5.247,1672,86400,1,0.029,0
55.337,0.000020,0.000810,0.000345,0.005,0.9905,15.790,5.727,1672,86400,1,0.023,0
55.737,0.000627,0.000802,0.000524,-0.006,0.9821,15.824,6.186,1672,86400,1,0.134,0
56.162,0.000319,0.000714,0.000237,0.008,0.9894,15.350,5.888,1672,86400,1,0.271,0
56.565,0.000351,0.000683,0.000346,-0.006,0.9810,14.789,6.485,1672,86400,1,0.171,0
56.966,0.000034,0.000219,0.000553,0.014,0.9869,15.017,6.512,1672,86400,1,0.283,0
57.369,-0.000331,0.000080,0.000497,0.026,0.9858,15.040,4.977,1672,86304,1,0.261,0
57.779,-0.000464,0.000625,-0.000382,0.014,0.9905,16.161,4.114,1672,86400,1,0.186,0
58.180,0.000447,0.000951,-0.000300,-0.008,0.9860,15.374,3.744,1672,86400,1,0.100,0
58.597,-0.000121,0.000293,-0.000427,-0.005,0.9777,15.759,2.477,1672,86400,1,0.300,0
59.020,-0.000755,0.000500,0.000938,-0.016,0.9846,15.242,2.810,1672,86400,1,0.133,0
59.420,-0.000332,0.001259,0.000482,0.006,0.9929,14.642,3.882,1672,86304,1,0.024,0
59.821,0.000724,0.000705,-0.000058,0.016,0.9882,14.228,5.253,1672,86400,1,0.028,0
60.237,0.000147,0.001214,0.000189,-0.014,0.9871,14.968,5.582,1672,86400,1,0.148,0
60.639,-0.000330,0.000050,-0.000155,-0.012,0.9788,15.315,6.105,1672,86400,1,0.045,0
61.074,-0.000524,0.000753,0.000913,-0.008,0.9777,14.329,5.487,1672,86400,1,0.166,0
61.483,-0.000201,0.000825,-0.001056,0.002,0.9894,13.495,5.507,1672,82560,1,0.165,0
61.894,-0.000207,0.001930,0.000746,-0.033,0.9869,13.690,5.608,1672,86400,1,0.200,0
62.298,0.001204,0.001917,0.000348,0.018,0.9882,13.072,5.494,1672,86400,1,0.060,0
62.698,0.000262,0.001331,-0.000194,-0.007,0.9883,12.722,5.620,1672,86400,1,0.011,0
63.101,0.000366,0.000825,0.000020,-0.001,0.9894,13.660,5.026,1672,86400,1,0.104,0
63.517,-0.000303,0.001495,-0.000909,-0.011,0.9822,14.397,5.078,1672,82656,1,0.314,0
63.923,0.000409,0.000640,0.000695,0.001,0.9881,13.632,4.455,1672,86400,1,0.113,0
64.323,0.000380,0.000838,0.000528,0.007,0.9798,14.713,3.817,1672,86400,1,0.100,0
64.724,-0.000489,0.001792,-0.000035,-0.034,0.9882,15.717,4.994,1672,86400,1,0.125,0
65.124,-0.000631,0.000752,0.000580,-0.005,0.9905,15.223,4.769,1672,86400,1,0.243,0
65.525,-0.000003,-0.000290,0.000043,0.001,0.9824,14.101,5.284,1672,82656,1,0.041,0
65.931,-0.000536,-0.000438,0.000590,0.021,0.9893,15.015,6.138,1672,86400,1,0.242,0
66.360,-0.000651,0.001118,0.000678,0.008,0.9917,14.223,5.826,1672,86304,1,0.412,0
66.769,0.000775,0.001500,-0.000444,-0.006,0.9786,14.079,4.338,1672,86400,1,0.355,0
67.173,-0.000046,0.001066,0.000165,0.007,0.9824,14.253,4.438,1672,86400,1,0.081,0
67.575,-0.000744,0.001549,0.000814,-0.015,0.9847,15.736,4.097,1672,86400,1,0.177,0
67.978,-0.000096,0.000564,0.000672,0.013,0.9894,15.380,5.425,1672,86400,1,0.090,0
68.385,-0.000996,0.000478,-0.000651,-0.003,0.9730,16.266,6.168,1672,86304,1,0.189,0
68.797,0.000008,0.000304,0.000351,-0.017,0.9893,15.697,7.260,1672,86400,1,0.105,0
69.197,0.000260,0.000667,0.000484,-0.015,0.9965,16.099,6.902,1672,86400,1,0.000,0
69.599,0.000479,0.001582,-0.000170,-0.027,0.9847,14.987,6.519,1672,86400,1,0.078,0
70.021,0.000133,0.000519,0.001517,-0.017,0.9869,16.181,5.251,1672,86400,1,0.208,0
70.421,0.000148,0.000969,0.000690,-0.015,0.9857,14.620,3.784,1672,86304,1,0.083,0
70.823,0.000725,0.001399,0.000261,-0.010,0.9858,15.690,3.164,1672,86400,1,0.032,0
71.237,-0.000120,0.001506,0.000605,-0.026,0.9882,15.144,3.002,1672,86400,1,0.051,0
71.638,0.000035,0.000947,0.001014,-0.026,0.9813,16.367,3.000,1672,86400,1,0.159,0
72.058,0.000035,0.000947,0.001014,-0.026,0.9813,15.222,3.506,1672,86400,1,0.579,0
72.460,-0.000696,-0.000055,0.000473,0.005,0.9858,17.690,3.670,1672,86304,1,0.052,0
72.860,0.001113,0.000705,0.000884,0.006,0.9905,16.606,5.028,1672,86400,1,0.083,0
73.263,0.000925,0.000194,0.000333,0.015,0.9825,16.722,5.223,1672,86400,1,0.061,0
73.663,0.001560,0.000860,0.000027,0.009,0.9870,15.074,7.441,1672,86400,1,0.368,0
74.071,-0.000821,0.000885,-0.000142,-0.013,0.9881,15.826,5.740,1672,86400,1,0.070,0
74.486,-0.000242,0.001070,0.000409,-0.004,0.9778,15.747,4.228,1672,82656,1,0.092,0
74.889,0.001293,0.000475,0.000219,0.004,0.9835,14.880,4.470,1672,86400,1,0.005,0
75.290,-0.000538,-0.000400,0.000181,-0.005,0.9905,15.470,4.755,1672,86400,1,0.103,0
75.716,0.000075,0.000740,0.000288,-0.009,0.9824,15.754,6.305,1672,86400,1,0.129,0
76.120,0.000088,0.001919,0.000040,-0.015,0.9835,15.705,6.845,1672,86400,1,0.119,0
76.560,-0.000122,0.000848,-0.001204,-0.007,0.9893,15.523,6.011,1672,86400,1,0.043,0
76.962,-0.000417,0.000445,-0.000195,-0.022,0.9857,16.317,5.730,1672,86400,1,0.069,0
77.380,-0.000668,0.000580,0.000706,-0.004,0.9847,16.114,4.975,1672,86304,1,0.086,0
77.781,-0.000668,0.000580,0.000706,-0.004,0.9847,16.091,4.654,1672,86400,1,0.487,0
78.184,-0.000668,0.000580,0.000706,-0.004,0.9847,16.336,4.605,1672,86400,1,0.890,0
78.617,0.000405,0.000403,0.000338,0.000,0.9905,15.733,2.896,1672,86400,1,0.098,0
79.021,0.000153,0.000593,-0.000402,-0.002,0.9824,15.794,2.621,1672,86400,1,0.026,0
79.464,-0.000051,0.000856,0.000180,-0.012,0.9844,15.538,5.817,1672,82656,1,0.069,0
79.864,-0.000365,0.000884,0.000369,-0.016,0.9870,15.770,5.976,1672,86400,1,0.167,0
80.315,-0.000523,0.000875,0.000315,0.003,0.9882,15.941,6.795,1672,86400,1,0.324,0
80.717,-0.000371,0.000920,0.000718,-0.006,0.9847,15.814,6.460,1672,86400,1,0.329,0
81.119,0.000642,0.001354,0.000198,-0.015,0.9882,15.711,5.571,1672,86400,1,0.131,0
81.519,-0.000072,0.000918,-0.000278,0.001,0.9834,16.389,4.687,1672,82656,1,0.328,0
81.925,0.000793,0.001277,-0.000091,0.021,0.9792,16.391,3.344,1672,86400,1,0.140,0
82.328,0.001208,-0.000001,-0.000103,0.002,0.9859,16.114,3.880,1672,86400,1,0.136,0
82.730,0.000249,0.001099,-0.000089,-0.009,0.9858,16.228,5.219,1672,86400,1,0.216,0
83.137,0.000373,0.001177,0.000705,0.001,0.9787,16.257,4.442,1672,86400,1,0.145,0
83.537,0.000522,0.000868,-0.000044,-0.015,0.9883,15.740,4.965,1672,82656,1,0.141,0
83.939,0.000281,0.000679,0.000313,0.007,0.9858,16.239,5.288,1672,86400,1,0.146,0
84.363,0.000100,-0.000594,0.000598,0.027,0.9661,15.708,4.816,1672,86304,1,0.055,0
84.765,0.000155,0.000495,0.001170,0.002,0.9844,16.035,5.292,1672,86400,1,0.175,0
85.165,-0.000784,0.000233,0.000743,0.001,0.9880,15.537,5.864,1672,86400,1,0.064,0
85.575,-0.000609,0.000300,0.000160,-0.028,0.9810,14.722,5.837,1672,86400,1,0.164,0
85.992,-0.000272,0.000009,0.001374,-0.015,0.9847,14.564,4.897,1672,86400,1,0.052,0
86.393,-0.001130,0.000964,0.000589,-0.022,0.9836,15.483,5.088,1672,86304,1,0.034,0
86.803,0.000220,0.001092,-0.000155,-0.027,0.9869,15.486,5.856,1672,86400,1,0.194,0
87.218,-0.000016,0.001415,0.000350,-0.009,0.9860,16.255,6.557,1672,86400,1,0.129,0
87.637,-0.000245,0.000883,0.000845,-0.032,0.9859,17.955,7.433,1672,86400,1,0.043,0
88.038,0.000476,0.001256,0.000711,-0.002,0.9801,17.446,7.272,1672,86400,1,0.039,0
88.456,-0.000037,0.000070,0.000970,-0.009,0.9738,16.244,6.305,1672,82656,1,0.063,0
88.857,-0.000354,0.000314,0.000649,-0.002,0.9810,16.544,5.871,1672,86400,1,0.261,0
89.258,0.000281,0.001582,-0.000234,-0.003,0.9835,17.561,5.291,1672,86400,1,0.070,0
89.665,0.000171,0.000490,0.000309,-0.005,0.9776,17.129,5.301,1672,86400,1,0.085,0
90.068,-0.000425,0.001210,0.000372,-0.025,0.9872,17.294,5.397,1672,86400,1,0.283,0
90.474,0.000200,0.001070,-0.000501,-0.004,0.9813,18.470,5.025,1672,82656,1,0.088,0
90.877,0.000065,0.000987,0.000734,-0.009,0.9835,17.850,5.368,1672,86400,1,0.191,0
91.279,0.000271,0.000417,0.000763,-0.000,0.9751,17.898,4.984,1672,86400,1,0.087,0
91.682,0.000614,0.000862,-0.000611,-0.010,0.9880,18.343,4.959,1672,86400,1,0.176,0
92.094,0.000518,0.000205,0.000306,-0.004,0.9870,17.678,5.004,1672,86400,1,0.195,0
92.534,-0.000974,0.000575,-0.000251,-0.020,0.9871,17.755,5.567,1672,82656,1,0.052,0
92.938,0.000290,0.000111,0.000658,0.014,0.9708,18.419,6.626,1672,86400,1,0.049,0
93.359,0.000193,0.000368,0.000566,0.014,0.9741,18.023,6.278,1672,86304,1,0.378,0
93.765,0.000458,0.000632,0.000527,-0.003,0.9847,16.935,5.053,1672,86400,1,0.085,0
94.172,-0.000574,0.000757,-0.000475,-0.020,0.9813,16.743,5.819,1672,86400,1,0.172,0
94.579,-0.000560,-0.000192,0.000701,-0.001,0.9883,16.122,6.283,1672,86400,1,0.297,0
94.982,0.000449,0.000505,0.000011,0.011,0.9812,15.746,7.221,1672,86400,1,0.286,0
95.399,0.000731,0.001284,-0.000214,0.002,0.9734,15.666,6.214,1672,86304,1,0.202,0
95.799,0.000396,0.000348,-0.000615,0.002,0.9812,16.173,5.224,1672,86400,1,0.001,0
96.217,0.001001,-0.000057,0.001227,0.019,0.9835,16.244,5.521,1672,86400,1,0.125,0
96.618,-0.000580,0.000407,0.000140,-0.014,0.9803,16.868,6.613,1672,86400,1,0.033,0
97.023,0.000365,-0.000539,-0.000399,0.023,0.9835,17.737,7.151,1672,86400,1,0.008,0
97.432,-0.000790,0.000063,0.000763,0.019,0.9846,17.794,7.834,1672,86304,1,0.032,0
97.837,0.000369,0.000552,0.000437,-0.010,0.9762,17.856,7.346,1672,86400,1,0.051,0
98.239,0.000292,0.000870,-0.000256,0.006,0.9730,17.940,7.499,1672,86400,1,0.354,0
98.661,-0.000485,0.001215,0.000795,0.001,0.9821,12.769,5.360,1672,86304,1,0.263,0
99.066,0.000678,0.000597,0.000443,-0.005,0.9812,8.994,4.708,1672,86400,1,0.174,0
99.487,-0.000092,0.000399,0.000240,-0.009,0.9846,12.269,4.440,1672,82656,1,0.303,0
99.900,0.000363,0.000285,0.000582,0.025,0.9835,17.700,4.642,1672,86400,1,0.209,0
100.319,-0.000669,0.000907,0.000229,0.013,0.9813,14.855,5.289,1672,86400,1,0.030,0
100.727,-0.000180,0.000602,-0.000190,0.007,0.9812,12.641,5.752,1672,86400,1,0.034,0
101.130,0.000066,0.000773,0.000722,-0.031,0.9859,19.936,5.712,1672,86400,1,0.020,0
101.538,-0.000659,0.000827,0.000126,-0.010,0.9776,15.882,6.105,1672,82656,1,0.045,0
101.970,0.000907,0.000600,-0.000098,0.003,0.9906,18.046,6.593,1672,86400,1,0.163,0
102.371,0.000481,0.001120,0.000716,0.002,0.9849,17.186,5.875,1672,86400,1,0.078,0
102.774,-0.000403,0.000688,0.000462,0.009,0.9882,15.983,5.277,1672,86400,1,0.075,0
103.179,-0.000596,0.000436,0.000588,0.003,0.9940,17.573,5.278,1672,86400,1,0.272,0
103.588,0.000704,0.000873,-0.000516,0.020,0.9872,17.761,4.415,1672,86400,1,0.196,0
103.991,0.000393,0.000004,0.000137,0.012,0.9917,16.672,4.655,1672,86400,1,0.400,0
104.397,0.000329,0.000293,0.000071,0.010,0.9811,19.342,3.986,1672,86304,1,0.405,0
104.798,0.000510,-0.000160,-0.000025,0.035,0.9825,21.694,3.936,1672,86400,1,0.113,0
105.200,-0.000235,-0.000338,0.000837,-0.004,0.9893,16.884,4.963,1672,86400,1,0.100,0
105.626,0.000614,-0.000400,-0.000154,0.005,0.9846,17.572,6.631,1672,86400,1,0.125,0
106.027,-0.000520,-0.000159,0.000623,0.003,0.9859,17.606,8.775,1672,86400,1,0.048,0
106.477,0.000461,-0.000176,0.000800,0.018,0.9823,13.377,8.438,1672,86304,1,0.083,0
106.879,0.000703,0.000201,-0.000195,0.015,0.9814,15.713,8.824,1672,86400,1,0.284,0
107.288,-0.000207,0.000152,0.000719,0.001,0.9872,14.261,7.086,1672,86400,1,0.205,0
107.690,0.000231,0.000150,-0.000264,-0.020,0.9756,17.139,6.733,1672,86400,1,0.200,0
108.104,-0.000816,0.001210,0.000635,0.008,0.9880,17.685,5.937,1672,86400,1,0.221,0
108.518,0.000730,0.001252,-0.001011,0.005,0.9835,16.622,6.129,1672,82560,1,0.041,0
108.921,0.000221,0.000814,0.000074,0.012,0.9905,15.767,6.612,1672,86400,1,0.023,0
109.326,0.000611,-0.000126,0.000405,0.046,0.9792,14.246,6.375,1672,86400,1,0.111,0
109.730,0.000536,-0.000101,0.000518,0.015,0.9789,15.462,6.218,1672,82656,1,0.320,0
110.137,0.000449,-0.000384,0.000984,0.014,0.9787,21.095,4.469,1672,86400,1,0.137,0
110.540,0.000449,-0.000384,0.000984,0.014,0.9787,20.297,3.570,1672,82656,1,0.539,0
110.941,0.000553,0.000196,0.000304,0.011,0.9833,18.639,2.383,1672,86400,1,0.047,0
