t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n
111.391,0.001051,0.000351,0.000573,0.018,0.9767,17.209,2.128,1672,86400,1,0.100,0
111.807,0.000547,-0.000453,0.000827,0.020,0.9801,11.506,3.102,1672,86400,1,0.195,0
112.225,0.000863,0.000567,-0.000208,-0.001,0.9789,16.696,4.385,1672,86400,1,0.020,0
112.626,0.000610,0.001013,-0.000059,-0.001,0.9798,13.779,5.303,1672,82656,1,0.035,0
113.026,0.000187,-0.000131,0.000586,0.014,0.9834,14.713,6.452,1672,82656,1,0.031,0
113.436,0.000283,-0.000212,0.000458,0.014,0.9824,17.695,7.155,1672,86304,1,0.147,0
113.837,-0.000126,0.001527,-0.000497,-0.017,0.9812,20.325,7.231,1672,86400,1,0.036,0
114.239,0.000709,0.000801,0.000512,-0.009,0.9882,15.258,7.370,1672,86400,1,0.049,0
114.640,0.000896,0.000619,-0.000127,0.018,0.9763,21.906,8.295,1672,86304,1,0.051,0
115.040,0.000374,0.000259,0.000649,0.013,0.9775,15.465,8.334,1672,86400,1,0.147,0
115.441,-0.000239,0.001136,-0.000590,-0.020,0.9800,14.677,7.320,1672,86400,1,0.036,0
115.864,-0.000590,-0.000114,0.000322,0.020,0.9823,13.516,7.434,1672,86400,1,0.067,0
116.273,0.000407,0.000910,0.000166,-0.002,0.9824,14.135,7.869,1672,86400,1,0.080,0
116.677,-0.000372,0.000679,-0.000008,0.008,0.9799,15.782,7.474,1672,86400,1,0.387,0
117.078,-0.000620,0.000392,-0.000365,-0.022,0.9726,16.661,6.423,1672,86400,1,0.075,0
117.480,0.001128,-0.000311,0.000555,0.018,0.9836,15.055,6.146,1672,86400,1,0.200,0
117.884,0.001351,0.000316,-0.000312,0.009,0.9789,19.968,4.657,1672,86400,1,0.052,0
118.286,0.001029,0.000579,-0.000021,0.004,0.9845,19.797,3.301,1672,86400,1,0.178,0
118.693,0.000638,0.000213,0.000124,0.012,0.9870,17.623,4.139,1672,82656,1,0.060,0
119.097,0.000515,0.000294,-0.000116,0.016,0.9812,17.896,3.849,1672,86400,1,0.084,0
119.523,0.000440,0.000708,-0.000234,0.001,0.9860,13.942,4.109,1672,86400,1,0.231,0
119.926,0.000021,0.000550,0.000052,0.010,0.9787,14.449,3.789,1672,86400,1,0.236,0
120.328,-0.000999,0.000835,-0.000534,0.004,0.9721,13.280,2.955,1672,86400,1,0.228,0
120.730,-0.000999,0.000835,-0.000534,0.004,0.9721,16.353,2.761,1672,86400,1,0.630,0
121.165,-0.000999,0.000835,-0.000534,0.004,0.9721,18.434,2.478,1672,86400,1,1.065,0
121.594,-0.000013,0.001365,-0.000064,-0.019,0.9894,10.894,1.654,1672,86400,1,0.090,0
121.999,-0.000158,0.000886,0.000738,-0.015,0.9834,18.227,1.847,1672,86400,1,0.275,0
122.400,-0.000227,0.001152,0.000592,-0.007,0.9860,16.613,4.540,1672,86304,1,0.111,0
122.819,0.000420,0.000845,0.000652,0.004,0.9800,14.521,5.077,1672,86400,1,0.033,0
123.222,0.000420,0.000845,0.000652,0.004,0.9800,13.685,5.077,1672,86400,1,0.436,0
123.627,0.000164,0.000485,0.000248,0.003,0.9835,18.612,3.180,1672,86400,1,0.016,0
124.037,-0.000517,0.000712,0.000510,-0.015,0.9880,16.913,3.725,1672,86400,1,0.138,0
124.439,0.000500,0.000779,-0.000297,0.018,0.9870,15.652,4.339,1672,86400,1,0.127,0
124.860,0.000740,-0.000386,0.000655,0.023,0.9775,15.867,6.753,1672,86400,1,0.064,0
125.261,0.000837,0.000772,0.000271,-0.012,0.9813,19.874,7.581,1672,86400,1,0.066,0
125.662,0.000490,0.001467,-0.000239,0.005,0.9835,13.073,7.715,1672,86400,1,0.164,0
126.071,0.000609,0.000555,0.000054,-0.004,0.9769,11.583,7.201,1672,86400,1,0.170,0
126.473,-0.000706,0.001025,-0.000093,-0.004,0.9813,16.189,6.017,1672,82656,1,0.157,0
126.877,0.000144,0.000478,0.000292,-0.003,0.9812,18.812,4.794,1672,86400,1,0.093,0
127.280,0.001068,0.000253,0.000524,0.013,0.9789,12.218,3.907,1672,86400,1,0.081,0
127.697,0.000986,0.000445,0.000853,0.016,0.9775,16.935,3.504,1672,82656,1,0.193,0
128.098,0.000554,0.000073,0.000191,0.007,0.9847,17.239,3.936,1672,86400,1,0.003,0
128.518,0.000554,0.000073,0.000191,0.007,0.9847,16.295,4.579,1672,82656,1,0.423,0
128.927,0.000342,0.000461,0.000469,-0.008,0.9847,18.726,3.784,1672,86400,1,0.343,0
129.337,-0.000099,0.000752,0.001084,-0.007,0.9787,17.840,3.564,1672,86400,1,0.149,0
129.737,-0.000264,-0.000084,0.000111,0.029,0.9765,13.713,3.167,1672,86400,1,0.054,0
130.161,0.000594,0.001154,0.000265,-0.004,0.9800,18.418,4.004,1672,86400,1,0.079,0
130.577,0.000585,0.001962,-0.000920,0.002,0.9764,13.474,4.683,1672,86304,1,0.071,0
130.979,-0.000074,-0.000056,-0.000229,0.036,0.9847,16.663,5.858,1672,86400,1,0.179,0
131.386,-0.000092,0.001081,0.000086,0.011,0.9834,15.564,6.242,1672,86400,1,0.101,0
131.799,-0.000092,0.001081,0.000086,0.011,0.9834,20.397,6.141,1672,86400,1,0.513,0
132.218,0.000520,0.000996,0.000554,-0.019,0.9835,14.890,4.224,1672,86400,1,0.032,0
132.618,0.000303,-0.000273,0.000577,-0.009,0.9813,16.366,5.078,1672,86400,1,0.127,0
133.025,-0.000034,-0.000540,-0.001485,0.012,0.9745,16.296,4.185,1672,86400,1,0.034,0
133.427,0.000429,0.000557,0.000305,-0.006,0.9824,14.789,6.214,1672,86400,1,0.147,0
133.830,0.000945,0.000410,-0.000611,0.007,0.9868,18.809,6.018,1672,86400,1,0.343,0
134.237,0.000141,0.000713,-0.000467,-0.003,0.9789,19.545,4.724,1672,86400,1,0.037,0
134.638,0.000394,0.000253,0.000264,0.011,0.9836,19.253,4.949,1672,86400,1,0.029,0
135.058,0.001269,0.001139,0.000310,-0.016,0.9789,16.844,5.313,1672,86400,1,0.164,0
135.461,0.000189,0.000837,0.000298,-0.014,0.9789,16.317,4.678,1672,82656,1,0.050,0
135.874,0.000698,0.000728,0.000572,0.008,0.9860,18.051,5.539,1672,86400,1,0.074,0
136.281,0.000626,0.000515,-0.000238,-0.011,0.9834,16.702,4.711,1672,86400,1,0.293,0
136.694,0.000863,0.001461,-0.000688,-0.005,0.9837,11.669,4.999,1672,86400,1,0.098,0
137.105,-0.000155,0.000658,0.000736,-0.025,0.9871,16.732,5.041,1672,86400,1,0.106,0
137.530,-0.000439,0.000681,0.000193,0.005,0.9822,18.933,5.348,1672,82656,1,0.422,0
137.943,0.000953,0.000583,0.000467,0.003,0.9906,13.655,4.712,1672,86400,1,0.045,0
138.363,0.001287,-0.000317,0.000317,0.022,0.9823,15.232,5.569,1672,86304,1,0.072,0
138.763,0.000750,-0.000194,0.000014,-0.006,0.9736,19.862,5.332,1672,86400,1,0.082,0
139.164,0.000700,0.000552,-0.000164,0.021,0.9776,16.379,7.281,1672,86400,1,0.069,0
139.572,0.000979,0.000085,0.000528,-0.001,0.9918,13.181,6.813,1672,86400,1,0.079,0
139.979,0.000883,-0.000059,-0.000394,0.020,0.9800,19.360,5.754,1672,86400,1,0.077,0
140.380,0.000898,0.000528,0.000745,0.030,0.9882,18.229,5.556,1672,86400,1,0.084,0
140.789,0.000460,0.000837,-0.001288,-0.005,0.9894,15.527,5.590,1672,86400,1,0.000,0
141.197,0.000936,0.000817,0.000180,0.001,0.9846,15.287,4.956,1672,86400,1,0.098,0
141.620,0.001124,0.000897,0.001175,-0.000,0.9881,19.112,5.774,1672,86400,1,0.332,0
142.020,0.000538,0.000037,0.000456,0.008,0.9731,14.992,4.400,1672,86400,1,0.133,0
142.422,0.000198,0.000593,-0.001170,0.013,0.9448,15.990,4.605,1672,86304,1,0.302,0
142.824,0.001901,0.000994,-0.000175,-0.002,0.9813,18.903,3.674,1672,86400,1,0.033,0
143.224,0.000789,-0.000005,0.001135,0.026,0.9790,22.346,3.893,1672,86400,1,0.138,0
143.637,0.000867,0.000257,-0.000229,0.000,0.9798,19.342,5.025,1672,86400,1,0.158,0
144.058,0.000940,0.000374,-0.000071,0.006,0.9825,21.061,5.109,1672,86400,1,0.176,0
144.459,0.000576,0.000691,0.000668,0.006,0.9769,18.962,6.081,1672,86304,1,0.150,0
144.876,0.000544,-0.000035,-0.000290,-0.014,0.9823,16.701,5.291,1672,86400,1,0.084,0
145.284,0.000776,0.000085,0.000594,-0.022,0.9837,14.239,5.703,1672,86400,1,0.403,0
145.692,-0.000290,0.000284,0.000488,0.006,0.9800,16.620,5.286,1672,86400,1,0.291,0
146.095,-0.000357,0.000361,0.000478,0.013,0.9800,12.110,3.687,1672,86400,1,0.000,0
146.543,-0.000487,0.000384,0.000713,-0.016,0.9859,13.913,4.446,1672,86304,1,0.054,0
146.967,0.000144,0.001323,0.000263,-0.004,0.9917,14.632,4.433,1672,86400,1,0.085,0
147.380,0.000509,0.001414,-0.000030,-0.000,0.9834,13.743,4.791,1672,82656,1,0.099,0
147.780,0.000509,0.001414,-0.000030,-0.000,0.9834,16.875,6.749,1672,86400,1,0.499,0
148.198,0.000643,0.001276,-0.000350,0.014,0.9824,17.843,6.144,1672,86400,1,0.106,0
148.598,0.000488,0.001128,0.000126,-0.004,0.9929,18.161,5.274,1672,82656,1,0.011,0
148.999,0.000036,0.001304,0.000441,0.004,0.9894,17.790,5.258,1672,86400,1,0.193,0
149.418,0.000860,0.000652,0.000630,0.007,0.9906,17.782,6.773,1672,86304,1,0.127,0
149.827,0.000818,0.000436,-0.000167,0.014,0.9894,13.667,6.928,1672,86400,1,0.037,0
150.238,0.000408,0.000122,0.000166,0.016,0.9833,12.784,6.077,1672,86400,1,0.143,0
150.659,0.000954,0.000484,0.000187,0.016,0.9870,17.204,6.580,1672,86400,1,0.153,0
151.060,0.000879,0.000151,-0.000322,0.016,0.9848,17.150,6.772,1672,86400,1,0.181,0
151.469,0.001076,0.000501,-0.000594,0.001,0.9872,16.222,6.398,1672,86304,1,0.242,0
151.877,0.000693,0.000918,-0.001105,0.011,0.9882,19.192,5.644,1672,86400,1,0.187,0
152.279,0.000108,-0.000236,-0.000473,0.004,0.9582,18.259,5.746,1672,86400,1,0.081,0
152.699,0.000261,0.000692,-0.000032,-0.013,0.9906,13.872,5.517,1672,86400,1,0.093,0
153.120,-0.000564,0.000083,0.000271,-0.008,0.9814,13.370,5.916,1672,86400,1,0.033,0
153.520,0.000297,-0.000730,0.000384,0.017,0.9893,17.905,7.027,1672,86304,1,0.212,0
153.926,0.000395,-0.000636,0.000201,0.023,0.9823,15.012,6.682,1672,86400,1,0.033,0
154.337,0.000379,0.000134,0.000232,0.007,0.9905,16.012,6.700,1672,86400,1,0.338,0
154.737,0.000379,0.000134,0.000232,0.007,0.9905,17.394,7.255,1672,86400,1,0.738,0
155.139,0.000528,0.000646,-0.000223,0.006,0.9824,18.343,4.982,1672,86400,1,0.151,0
155.563,0.000546,0.000028,0.000115,0.020,0.9869,19.799,4.913,1672,82656,1,0.039,0
155.975,-0.000102,-0.000591,-0.000042,0.013,0.9870,17.368,4.743,1672,86400,1,0.079,0
156.378,-0.000513,-0.000524,0.000859,-0.004,0.9884,17.524,7.124,1672,86400,1,0.093,0
156.783,-0.000613,0.000784,0.001042,-0.005,0.9861,16.711,7.017,1672,86400,1,0.287,0
157.190,0.000224,-0.000666,0.000947,-0.018,0.9883,17.245,6.070,1672,86400,1,0.064,0
157.592,0.001024,-0.000283,0.000369,-0.008,0.9858,15.168,6.908,1672,86400,1,0.102,0
158.002,-0.000868,0.000641,0.001234,-0.009,0.9847,15.524,7.046,1672,86400,1,0.069,0
158.407,0.001025,0.000827,0.000449,-0.012,0.9882,17.654,6.175,1672,86304,1,0.130,0
158.817,0.000875,0.001187,0.000758,0.004,0.9849,15.470,7.519,1672,86400,1,0.011,0
159.219,0.000812,0.000614,0.000256,-0.011,0.9766,20.687,7.354,1672,86400,1,0.032,0
159.629,0.000978,-0.000258,0.000845,0.017,0.9800,17.908,6.868,1672,86400,1,0.040,0
160.029,0.001366,0.000036,-0.000257,0.020,0.9777,19.949,7.185,1672,86400,1,0.135,0
160.476,0.000902,0.000050,0.000273,0.010,0.9671,19.335,7.206,1672,86304,1,0.181,0
160.880,0.000797,-0.000170,0.001014,-0.001,0.9812,16.315,6.321,1672,86400,1,0.080,0
161.282,0.000424,0.000589,0.000193,0.019,0.9766,20.198,6.236,1672,86400,1,0.071,0
161.697,-0.000738,0.000941,0.000185,-0.006,0.9718,19.297,6.304,1672,82656,1,0.094,0
162.099,0.000409,0.000330,0.000592,0.005,0.9859,13.703,6.290,1672,86400,1,0.091,0
162.520,0.000306,0.000960,-0.000594,-0.000,0.9810,15.735,7.490,1672,86304,1,0.326,0
162.932,0.000364,0.000183,0.000631,-0.017,0.9777,15.213,5.553,1672,86400,1,0.035,0
163.333,-0.000524,-0.000292,0.000681,0.024,0.9754,15.745,5.146,1672,86400,1,0.145,0
163.738,-0.000025,0.000646,0.000604,-0.006,0.9835,18.293,5.506,1672,86400,1,0.028,0
164.141,-0.000477,0.000271,0.000214,-0.007,0.9821,18.895,5.787,1672,86400,1,0.047,0
164.558,-0.000054,0.000774,0.000416,-0.013,0.9848,18.076,7.843,1672,86304,1,0.364,0
164.959,0.001470,0.000716,-0.000164,0.017,0.9814,17.366,6.143,1672,86400,1,0.073,0
165.367,0.000544,0.000208,0.000494,0.021,0.9847,12.525,6.152,1672,86304,1,0.172,0
165.779,0.023884,-0.002642,-0.003458,0.090,0.9523,15.902,5.276,1672,86400,1,0.082,0
166.197,0.040196,-0.010305,-0.003435,0.249,0.9489,14.563,6.494,1672,86400,1,0.107,0
166.603,0.055380,-0.013515,-0.007411,0.350,0.9819,17.056,6.441,1672,86400,1,0.191,0
167.017,0.052110,-0.020387,-0.009828,0.607,0.6094,18.810,6.306,1672,86400,1,0.078,0
167.428,0.035751,-0.016489,-0.005747,0.411,0.6772,12.694,7.297,1672,86400,1,0.086,0
167.837,0.014311,-0.007987,-0.003738,0.121,0.7740,16.264,7.335,1672,86304,1,0.030,0
168.237,0.014311,-0.007987,-0.003738,0.121,0.7740,13.712,7.727,1672,86400,1,0.431,0
168.639,0.045709,-0.012001,-0.007353,0.303,0.7591,14.414,5.327,1672,86400,1,0.122,0
169.060,0.037918,-0.012910,-0.003292,0.355,0.7694,14.764,5.481,1672,86400,1,0.106,0
169.461,0.046842,-0.012971,-0.005655,0.447,0.7629,15.723,5.441,1672,86400,1,0.233,0
169.865,0.053248,-0.012442,-0.005828,0.491,0.8255,16.056,7.466,1672,86400,1,0.142,0
170.281,0.065753,-0.013410,-0.010307,0.716,0.8225,17.399,6.495,1672,86400,1,0.070,0
170.683,0.058098,-0.013399,-0.008262,0.654,0.8292,17.419,6.628,1672,86400,1,0.172,0
171.099,0.130456,0.000206,0.007254,0.360,0.7842,19.942,4.664,1672,86400,1,0.057,0
171.499,0.192438,0.010291,0.000423,0.363,0.8450,15.998,5.095,1672,86304,1,0.088,0
171.919,0.214818,0.007750,-0.001160,0.536,0.8482,16.415,5.082,1672,86400,1,0.144,0
172.322,0.228448,0.006434,-0.004070,0.520,0.8370,14.383,4.482,1672,86400,1,0.250,0
172.738,0.270681,0.001584,-0.006727,0.890,0.8455,14.290,4.174,1672,86400,1,0.019,0
173.139,0.307845,-0.009350,-0.010546,1.117,1.0000,12.195,4.819,1672,86400,1,0.047,0
173.539,0.333174,-0.010998,-0.006481,1.185,1.0000,16.950,4.384,2263,82656,1,0.094,0
173.960,0.400720,0.003765,0.002575,0.873,1.0000,19.470,4.375,2263,86400,1,0.058,0
174.363,0.445833,0.006130,-0.000681,0.760,1.0000,19.756,5.741,2263,86400,1,0.076,0
174.768,0.480576,0.004476,-0.001119,0.783,1.0000,21.032,5.538,2263,86400,1,0.070,0
175.177,0.526994,-0.001663,-0.005486,0.884,1.0000,22.401,6.716,2263,86400,1,0.077,0
175.578,0.555447,-0.003774,-0.000142,0.997,1.0000,13.660,6.598,2263,86400,1,0.184,0
175.981,0.585965,-0.001139,0.003261,0.684,0.9968,19.242,6.254,2263,86400,1,0.286,0
176.389,0.654367,0.000738,0.005443,0.669,0.9972,19.207,4.741,2263,86400,1,0.098,0
176.798,0.699274,0.001272,-0.001704,0.809,0.9826,17.112,4.329,2641,86400,1,0.060,0
177.218,0.722189,-0.001137,-0.002555,0.788,0.9706,15.875,4.979,2641,86400,1,0.217,0
177.629,0.787352,-0.001083,0.001054,0.784,0.9770,16.313,6.110,2641,86400,1,0.133,0
178.037,0.826028,-0.001571,0.001681,0.758,0.8029,17.551,7.209,2641,86400,1,0.082,0
178.437,0.860853,0.000591,0.002683,0.694,0.8991,17.322,6.902,2880,86304,1,0.092,0
178.840,0.908701,-0.002512,0.002785,0.825,0.9628,20.009,6.276,2880,86400,1,0.039,0
179.259,0.955009,0.004949,0.003247,0.528,0.7656,16.910,6.618,2880,86400,1,0.051,0
179.662,0.980074,0.008177,0.005045,0.487,0.8739,20.065,6.032,2880,86400,1,0.130,0
180.079,1.036274,0.008149,0.002388,0.572,0.7625,14.551,6.615,2880,86400,1,0.067,0
180.479,1.075523,0.006002,0.002378,0.501,0.7947,13.780,6.215,2880,86400,1,0.030,0
180.880,1.113364,0.004603,0.001942,0.738,0.9652,14.457,6.009,2880,86400,1,0.032,0
181.297,1.157602,0.010992,0.007182,0.365,0.8509,14.089,5.510,2880,86400,1,0.091,0
181.699,1.193359,0.011793,0.006360,0.370,0.8927,13.678,4.592,3054,86400,1,0.166,0
182.105,1.231429,0.013062,0.005695,0.327,0.8771,15.037,5.053,3054,86400,1,0.293,0
182.517,1.259463,0.011845,0.002864,0.530,0.8233,17.006,4.514,3054,82656,1,0.407,0
182.918,1.321363,0.013927,0.005238,0.388,0.9559,16.647,4.119,3054,86400,1,0.220,0
183.319,1.387851,0.015747,0.009301,0.507,0.8496,15.972,3.950,3054,86400,1,0.014,0
183.720,1.387851,0.015747,0.009301,0.507,0.8496,17.720,3.803,3054,86400,1,0.415,0
184.131,1.420272,0.018815,0.005615,0.355,0.8297,17.210,3.252,3054,86400,1,0.371,0
184.549,1.420272,0.018815,0.005615,0.355,0.8297,14.010,2.823,3139,86400,1,0.788,0
184.967,1.526663,0.023342,0.008663,0.061,0.8365,16.867,1.683,3139,86400,1,0.055,0
185.373,1.582474,0.033136,0.007270,0.143,0.8941,17.757,2.579,3139,86400,1,0.061,0
185.773,1.582474,0.033136,0.007270,0.143,0.8941,17.110,7.515,3139,82656,1,0.462,0
186.186,1.651555,0.033465,0.002956,0.230,0.8440,16.246,4.431,3139,86400,1,0.146,0
186.628,1.680885,0.034180,0.003936,0.434,0.8442,14.992,4.325,3187,86400,1,0.329,0
187.079,1.715142,0.037959,0.008912,0.051,0.8747,14.980,3.168,3187,86400,1,0.381,0
187.523,1.787439,0.041054,0.005848,-0.032,0.8682,13.609,3.190,3187,86400,1,0.151,0
187.926,1.845523,0.042129,0.005100,0.130,0.9565,16.957,2.711,3187,86400,1,0.041,0
188.330,1.891811,0.044754,0.003966,0.231,0.8225,16.663,3.082,3187,86400,1,0.010,0
188.734,1.923334,0.045682,0.005344,0.129,0.8329,15.299,4.685,3187,86400,1,0.110,0
189.138,1.976453,0.045513,0.007078,0.094,0.8412,16.870,4.839,3187,86400,1,0.113,0
189.539,2.013388,0.044885,0.003588,0.106,0.8137,20.553,6.271,3213,82656,1,0.219,0
189.939,2.063766,0.045778,0.002754,0.289,0.8267,18.878,5.347,3213,86400,1,0.046,0
190.357,2.097530,0.051253,0.003856,-0.315,0.8736,18.048,5.920,3213,86400,1,0.048,0
190.762,2.097530,0.051253,0.003856,-0.315,0.8736,16.538,5.759,3213,86400,1,0.453,0
191.164,2.113599,0.053748,0.003951,-0.703,0.7955,17.338,3.871,3213,86400,1,0.153,0
191.579,2.135550,0.066144,0.010517,-2.078,0.8333,15.695,4.976,3234,86304,1,0.279,0
191.999,2.165413,0.093365,0.010877,-13.822,0.8030,14.395,4.786,3234,86400,1,0.090,0
192.423,2.173756,0.103222,0.011477,-20.531,0.7456,14.856,4.929,3234,86400,1,0.195,0
192.842,2.193729,0.121959,0.006350,-23.980,0.8333,16.469,5.057,3234,86400,1,0.051,0
193.264,2.220543,0.163103,0.006031,-25.117,0.8382,14.193,5.695,3234,86400,1,0.208,0
193.675,2.279931,0.148217,0.006578,-25.160,0.8671,10.990,6.400,3259,86400,1,0.144,0
194.112,2.310533,0.151179,0.006589,-25.619,0.8333,18.436,6.189,3259,86400,1,0.107,0
194.554,2.327803,0.167412,0.008679,-25.534,0.8531,14.755,7.641,3259,82656,1,0.228,0
194.962,2.370390,0.154722,0.006810,-26.966,0.8306,15.624,5.405,3259,86400,1,0.056,0
195.382,2.383719,0.155418,0.015441,-26.293,0.8355,13.562,5.522,3259,86304,1,0.350,0
195.798,2.419702,0.149543,0.009500,-26.859,0.8664,19.573,5.232,3259,86304,1,0.349,0
196.207,2.480435,0.131635,0.007339,-26.594,0.8530,13.207,3.692,3259,86400,1,0.087,0
196.623,2.499508,0.139551,0.009468,-27.083,0.8837,13.359,4.660,3259,86400,1,0.294,0
197.037,2.546833,0.117611,0.004197,-27.685,0.8320,16.871,3.410,3259,86400,1,0.123,0
197.460,2.572635,0.108964,0.006894,-26.692,0.8850,13.063,3.876,3280,82656,1,0.251,0
197.865,2.613883,0.097014,0.006248,-27.473,0.8485,18.862,4.484,3280,86400,1,0.162,0
198.295,2.661615,0.094673,0.007798,-26.694,0.8856,23.312,4.295,3280,86400,1,0.103,0
198.725,2.703816,0.122907,0.012059,-26.362,0.8973,17.277,6.480,3280,86400,1,0.113,0
199.176,2.747038,0.110446,0.009616,-26.827,0.8382,13.692,5.833,3280,86400,1,0.081,0
199.577,2.773998,0.108862,0.006359,-27.684,0.8114,14.133,6.135,3280,82656,1,0.184,0
199.977,2.808024,0.098146,0.007216,-27.262,0.8214,12.720,5.493,3280,86400,1,0.162,0
200.377,2.845001,0.085323,0.006109,-27.416,0.8552,11.375,3.942,3280,86304,1,0.168,0
200.779,2.865837,0.085778,0.007630,-27.588,0.8671,14.070,3.583,3283,86400,1,0.289,0
201.181,2.900712,0.084497,0.008139,-27.732,0.8779,13.129,3.516,3283,86400,1,0.282,0
201.594,2.933177,0.071005,0.004177,-29.394,0.7680,14.387,3.269,3283,82656,1,0.249,0
201.996,2.956978,0.066595,0.008305,-29.722,0.7724,16.028,3.476,3283,86400,1,0.348,0
202.398,2.960643,0.082747,0.006507,-35.846,0.7570,15.595,3.285,3283,86400,1,0.082,0
202.818,2.961273,0.093595,0.005233,-37.940,0.8300,13.178,3.351,3283,86400,1,0.128,0
203.218,2.961841,0.104051,0.003630,-37.837,0.7636,18.625,4.245,3283,86400,1,0.224,0
203.625,2.961360,0.107277,0.000765,-49.760,0.5221,15.026,3.590,3283,82656,1,0.028,0
204.031,2.953946,0.120074,0.002141,-53.272,0.8037,14.556,4.542,3283,86400,1,0.221,0
204.432,2.947813,0.125455,-0.003341,-60.807,0.5789,14.248,3.931,3283,86400,1,0.158,0
204.860,2.947813,0.125455,-0.003341,-60.807,0.5789,16.545,3.629,3283,86400,1,0.587,0
205.305,2.947813,0.125455,-0.003341,-60.807,0.5789,11.513,4.435,3283,82656,1,1.031,0
205.719,2.947813,0.125455,-0.003341,-60.807,0.5789,18.650,2.158,3300,86400,1,1.445,0
206.120,2.947813,0.125455,-0.003341,-60.807,0.5789,16.781,0.000,3300,86400,1,1.846,0
206.532,2.947813,0.125455,-0.003341,-60.807,0.5789,17.435,0.000,3300,86304,1,2.259,0
206.938,2.947813,0.125455,-0.003341,-60.807,0.5789,16.086,0.000,3300,86400,1,2.664,0
207.387,2.947813,0.125455,-0.003341,-60.807,0.5789,9.415,0.000,3300,82560,1,3.113,0
207.823,2.947813,0.125455,-0.003341,-60.807,0.5789,14.648,0.000,3300,86304,1,3.550,0
208.227,2.947813,0.125455,-0.003341,-60.807,0.5789,13.232,0.000,3300,86400,1,3.954,0
208.661,2.947813,0.125455,-0.003341,-60.807,0.5789,13.781,0.000,3300,86400,1,4.387,0
209.079,2.947813,0.125455,-0.003341,-60.807,0.5789,16.751,0.000,3300,86400,1,4.805,0
209.480,2.947813,0.125455,-0.003341,-60.807,0.5789,14.513,0.000,3300,86400,1,5.206,0
209.888,2.947813,0.125455,-0.003341,-60.807,0.5789,17.320,0.000,3300,86400,1,5.614,0
210.302,2.947813,0.125455,-0.003341,-60.807,0.5789,17.669,0.000,3300,86400,1,6.029,0
210.718,2.947813,0.125455,-0.003341,-60.807,0.5789,18.123,0.000,3300,86400,1,6.445,0
211.119,2.947813,0.125455,-0.003341,-60.807,0.5789,18.329,0.000,3300,86400,1,6.846,0
211.522,2.947813,0.125455,-0.003341,-60.807,0.5789,13.953,0.000,3300,82656,1,7.248,0
211.940,2.947813,0.125455,-0.003341,-60.807,0.5789,19.324,0.000,3300,86400,1,7.667,0
212.358,2.947813,0.125455,-0.003341,-60.807,0.5789,21.648,0.000,3300,86400,1,8.084,0
212.764,2.947813,0.125455,-0.003341,-60.807,0.5789,18.134,0.000,3300,86400,1,8.490,0
213.179,2.947813,0.125455,-0.003341,-60.807,0.5789,22.052,0.000,3300,86400,1,8.905,0
213.581,2.947813,0.125455,-0.003341,-60.807,0.5789,19.791,0.000,3300,86400,1,9.308,0
213.992,2.947813,0.125455,-0.003341,-60.807,0.5789,13.282,0.000,3300,86400,1,9.719,0
214.404,2.947813,0.125455,-0.003341,-60.807,0.5789,10.475,0.000,3300,86304,1,10.131,0
214.817,2.947813,0.125455,-0.003341,-60.807,0.5789,19.367,0.000,3300,86400,1,10.544,0
215.222,2.947813,0.125455,-0.003341,-60.807,0.5789,15.482,0.000,3300,86400,1,10.949,0
215.626,2.947813,0.125455,-0.003341,-60.807,0.5789,14.156,0.000,3300,86304,1,11.353,0
216.075,2.947813,0.125455,-0.003341,-60.807,0.5789,15.070,0.000,3300,86400,1,11.802,0
216.476,2.947813,0.125455,-0.003341,-60.807,0.5789,17.240,0.000,3300,86400,1,12.202,0
216.878,2.947813,0.125455,-0.003341,-60.807,0.5789,14.155,0.000,3300,86400,1,12.605,0
217.283,2.947813,0.125455,-0.003341,-60.807,0.5789,13.567,0.000,3300,86400,1,13.010,0
217.689,2.947813,0.125455,-0.003341,-60.807,0.5789,16.789,0.000,3300,86400,1,13.415,0
218.098,2.947813,0.125455,-0.003341,-60.807,0.5789,17.778,0.000,3300,86400,1,13.824,0
218.498,2.947813,0.125455,-0.003341,-60.807,0.5789,16.493,0.000,3300,82656,1,14.225,0
218.917,2.947813,0.125455,-0.003341,-60.807,0.5789,19.371,0.000,3300,86400,1,14.644,0
219.318,2.947813,0.125455,-0.003341,-60.807,0.5789,23.485,0.000,3300,86400,1,15.045,0
219.726,2.947813,0.125455,-0.003341,-60.807,0.5789,10.550,0.000,3300,86400,1,15.452,0
220.127,2.947813,0.125455,-0.003341,-60.807,0.5789,15.025,0.000,3300,86400,1,15.853,0
220.572,2.947813,0.125455,-0.003341,-60.807,0.5789,11.062,0.000,3300,86400,1,16.298,0
220.978,2.947813,0.125455,-0.003341,-60.807,0.5789,22.720,0.000,3300,86400,1,16.704,0
221.383,2.947813,0.125455,-0.003341,-60.807,0.5789,18.696,0.000,3300,86400,1,17.109,0
221.799,2.947813,0.125455,-0.003341,-60.807,0.5789,17.873,0.000,3300,86400,1,17.525,0
222.202,2.947813,0.125455,-0.003341,-60.807,0.5789,13.220,0.000,3300,86400,1,17.929,0
222.618,2.947813,0.125455,-0.003341,-60.807,0.5789,18.897,0.000,3300,86400,1,18.344,0
