t,mx,my,mz,yaw
11676.913617206,0.7809335037657038,0.001290371718103987,0.0049561415246483055,0.0008261764248969072
11677.012962928,0.7977459196970684,-0.0024984297949532668,0.0035882222883219495,0.0019553447306885916
11677.093447115,0.8082848129585284,-0.003712210821693962,0.0024202717936676918,0.004452042273158874
11677.330023135,0.8329868760305662,-0.006425096299298809,-0.00020630011917130455,0.005697240035553276
11677.41531858,0.8420961926012259,-0.007407795981047813,0.0021879704323251735,0.004153772294456904
11677.500918384,0.8563517160099774,-0.01081968291758288,0.000791259435553585,0.004390209446609728
11677.605372363,0.8704188471722828,-0.011018038187714688,0.0007564024534272817,0.0032173081422217638
11677.71297039,0.8856267860235917,-0.006099660812642426,0.007503394268899891,0.0013018705375782422
11677.794683087,0.9013412360329943,-0.003170156981019718,0.004978024843584435,0.0010461870369891102
11677.915220098,0.9198250497584736,-0.0019403564459210272,0.00838742621629299,-0.0011173346533173145
11678.014469017,0.931805734255807,-0.000947272690844056,0.00535931333187329,-0.0009748419093433823
11678.091926567,0.9442242752185986,-0.001996260088772861,0.007371828374312975,0.0002654460313453732
11678.2045132,0.960032383842468,-0.0013229088138239466,0.007262608873282389,-0.00021454999291714574
11678.318625855,0.9766557697979534,-0.0024654532205583314,0.00524468719999683,0.0027766708542391605
11678.394479172,0.9897630871369214,-0.009823459939136218,0.005555056955690543,0.003927522622266365
11678.596576811,1.002510151656429,-0.010069230160435035,0.003596041914417639,0.001509113600862033
11678.906167194,1.0367046222628988,-0.009238174582389798,0.0015871868087063959,0.003966824632059218
11679.008818759,1.0483259421386826,-0.009446978297981655,0.0009944304748588904,0.0032843379679001763
11679.100597599,1.0659938721423496,-0.010513289599926527,0.0009267990643477968,0.0006804495180303685
11679.21265625,1.0834837755304398,-0.007875686818043515,0.00929791917917998,-0.004827189975572299
11679.313839873,1.0928986003730703,-0.0012263154025436485,0.007330291074353896,-0.0032351350236354834
11679.402086079,1.10221883520659,0.0033944460605430087,0.009065873223509319,-0.0030155999157894797
11679.507122344,1.1191629344189216,0.0066894452134574536,0.008550656799989944,-0.0016329696919230585
11679.600922131,1.1347835710923793,0.0036912611976315825,0.0059455403755771545,-0.0023355152707336116
11679.737792387,1.148410022613579,0.00249708272140149,0.004749428192288669,-0.0019077118893604526
11679.913076097,1.1756737641020605,0.003220734989589702,0.0034638022795358265,-0.0012834821416842774
11680.001383361,1.1862376913695378,0.0040906802134910505,0.00401192583615999,0.0007445033620046004
11680.085746205,1.200968168243502,0.0016426102930835664,0.004381768497598653,0.0008266659051749948
11680.204795433,1.214772284914747,0.0017776816854821696,0.004018456953176292,0.0019334808034314754
11680.392410206,1.2419031936696285,-0.0028496669334041936,0.006095925707844457,0.0023153196715037794
11680.499677919,1.2531387434251477,-0.0022216385893576124,0.0022373754174555005,0.0025970032811013515
11680.637342594,1.2651587663833375,-0.0009051785126882868,0.005137636697055321,-0.0012195937938375152
11680.897878769,1.3100197084983343,-0.0009173699149290005,0.008054350994568698,-0.0038482725980979455
11681.002884952,1.325452318885381,0.0018789670938645993,0.008974967917194022,-0.00025351115335947577
11681.090380739,1.3395394136025605,0.0024173118954441035,0.007906776884007646,-0.001299273444253401
11681.294527355,1.3687837598044859,-0.003033079468406085,0.007977472369378978,0.0001983708161756859
11681.405326484,1.381669287017485,-0.004779668821381176,0.0045772585407751415,-0.0010991846221362067
11681.494554347,1.397664500251966,-0.008570172128962019,0.0021856910348832174,-0.0002830496568639872
11681.614778099,1.4086385082457327,-0.00739034401581594,0.003147594086095269,0.0042277792852400955
11681.68537736,1.4215176832495626,-0.006637029472088147,0.003553749784384841,0.0031430502492542094
11681.798726186,1.4377337049000953,-0.009415513699346054,0.00033084603141487367,0.0022613529324369
11681.89881938,1.4450409252397973,-0.009586551386284304,0.0003548166371487505,0.004746649001570181
11682.011973641,1.4563419571252159,-0.007251465339872776,0.0014913963136018128,0.00043763040675726117
11682.105657072,1.467155198671439,-0.002410168339582191,0.00219895693622701,-0.00018829173150392014
11682.195399475,1.479420223141135,0.00012484655684893417,0.005545673227843617,-0.005083791917527058
11682.30027279,1.4956358584327698,0.005248562476156288,0.008149973697968656,-0.00546792797748674
11682.394128097,1.5063914797104125,0.009501878093217678,0.006311082370794655,-0.007555398779387267
11682.488897763,1.5176593291581082,0.010753025836267102,0.005459922287040022,-0.00965932904014366
11682.638259213,1.5333980522301207,0.01097322516325795,0.001635685003345369,-0.006221473008567902
11682.69724074,1.5463133492853551,0.012132319658876225,0.0026318198570003466,-0.004268960630822161
11682.825966498,1.556907806421918,0.009755753183168184,0.0004989364458628298,-0.004502825162842506
11682.897478775,1.5627136673086637,0.008741403664034898,0.0029541003151602498,-0.003916793620182269
11683.094414007,1.5850384289829822,0.007474708693215159,0.001636275704180185,0.0013917124234792409
11683.287938784,1.5989812176482459,0.005029354414760391,0.0012114133874452436,0.004574772726306798
11683.296671677,1.6134469301024488,0.0017266229828750805,0.0016638961278736691,0.0055576047022962705
11683.406209365,1.6244327348034011,0.00022821189481243013,0.001131921294512005,0.0020686678845129873
11683.500901845,1.633257508937462,0.0030955834839482884,0.0031194748441924817,-0.004165841294985652
11683.609990081,1.645585727959732,0.006944171372306574,0.005142568070574813,-0.004522647684948479
11683.811001735,1.6703840279704492,0.010519037422721044,0.005503747762078406,-0.004184603855686308
11683.885372803,1.6797577379912172,0.009750988348497674,0.003998742646527934,-0.0059927069027017055
11684.015257023,1.69634302435933,0.013442367776653067,0.005726842028132784,-0.007911590316369567
11684.103896837,1.705301760483886,0.014987203061985073,0.004261193826659784,-0.006783516375767019
11684.207695755,1.7226512274955568,0.01471808719918445,0.005124237174054889,-0.0066250663807090335
11684.303025563,1.7365086784240014,0.014863994613129162,0.006256934047880809,-0.007756234661380644
11684.399784462,1.7542980346983927,0.012873828895969401,0.004379408942601949,-0.006951601657210649
11684.493957472,1.7654166590716003,0.011793781818786073,0.0028676415610915215,-0.005417624518869068
11684.610948692,1.7766134893713135,0.010244276230647593,0.0026336616012642344,0.0013611911098458938
11684.702846188,1.7913456329225812,0.00814736187862734,0.0019685062361385285,0.002299160851900073
11684.799173237,1.8003883271601533,0.007297187172310868,0.002660341862516674,0.0037168900139015193
11684.891183344,1.81140923785667,0.006607457463368946,0.0035598693096472052,0.002867837792191797
11685.126338293,1.8334371146795219,0.0072543545791382575,0.004612454008257129,-0.0004302473712667344
11685.198181393,1.842248282331188,0.009588852449181319,0.0035699457552129154,-0.004335981351844876
11685.329767319,1.8561917925018336,0.013370145699159355,0.0038601979611888656,-0.008665121618828932
11685.501469236,1.8765750634544007,0.01418764664364575,0.007261801159223409,-0.004825109865215005
11685.615027632,1.889508683598704,0.016787525622044403,0.006143614707495634,-0.008740934793112224
11685.732670452,1.9055242904555174,0.017658062869751315,0.006079478591643441,-0.0044619647134687135
11685.80604543,1.9155231847370136,0.018283458051786855,0.007250640967884516,-0.006022576853200956
11686.104175029,1.9522021866194614,0.01727735572661927,0.00471183029995358,-0.005408950413635871
11686.191235219,1.9648915007675312,0.01496597521547798,0.0058654347232547175,-0.0022143082605334823
11686.313933078,1.9775191495250883,0.013513188809935095,0.0048349596554039245,-0.003980523191132068
11686.390289795,1.9859946256006902,0.0137393926658123,0.0046366695927957035,-0.0052642467523544845
11686.529341829,2.0018582694634284,0.013799842017940621,0.004949482498222443,-0.002660107655647614
11686.611044314,2.0089398001911296,0.015122666524069754,0.004728636447676687,-0.005913748872787394
11686.809414809,2.0322699184508335,0.018070513888058366,0.0057029345470008975,-0.011909841225608895
11686.906290542,2.0366765589454405,0.018860084023058107,0.009296384690840934,-0.00729333573457369
11687.021065449,2.043051236421327,0.021429971872266498,0.008158318515625413,-0.008276554980140014
11687.104261763,2.0556927940279577,0.02429963447929041,0.007748356161969594,-0.013300431135115252
11687.305987767,2.084396060652035,0.0263960975281375,0.009573195830256448,-0.010507740337942993
11687.51156334,2.1094380434566906,0.027976090930396963,0.006145782339126486,-0.017923125083044056
11687.727941938,2.125493309636668,0.029854155894823105,0.005887043251908543,-0.013620647128999686
11687.918800626,2.146254352957567,0.03139367418855928,0.005435183516335655,-0.017917586351002157
11688.001454462,2.159468544564051,0.03163392638103795,0.004569122487247545,-0.015436145056737518
11688.102164724,2.1730548194504378,0.03282545909285508,0.005295451600765129,-0.016076051778784798
11688.340343937,2.198394144104886,0.035142923018911296,0.004107820010027076,-0.02517869135606032
11688.429414031,2.209624728671033,0.03680124573607814,0.006979696734047138,-0.018577389768025025
11688.501069189,2.2203936644240163,0.03902359122951564,0.008543643364326203,-0.017910946487043944
11688.605420182,2.2350399941160846,0.04013724446602775,0.009003169969911518,-0.025336059484949658
11688.810303864,2.265338605848449,0.04163216597027075,0.007493242583162319,-0.01906002307540477
11689.206187196,2.3141221589905965,0.04058110676192137,0.00508530685409523,-0.019801671257495986
11689.322431322,2.3239769864240913,0.042028395651140756,0.004906864673059461,-0.029876585111527028
11689.396885462,2.3340206881169507,0.04069617637712084,0.004153600901736285,-0.02821767640637108
11689.508377979,2.3482200541997114,0.04098788836718344,0.005025936628396113,-0.02577542205542782
11689.60458115,2.3606054824160574,0.0414260637879333,0.00458722459469017,-0.032350759429471417
11689.697550094,2.374291309562516,0.043674808414819966,0.006101267975096473,-0.027202016796999295
11689.798261219,2.389120071567699,0.04405632508516132,0.005196481743477738,-0.031961970265686826
11689.905351768,2.4003136387165376,0.04418259058392231,0.004899505102080333,-0.026281326637125783
11689.997313488,2.408831728171305,0.04461871990097467,0.0038308538592499303,-0.02611505880309783
11690.194901335,2.4291919675764673,0.04429254197305737,0.0031257380910992183,-0.025491208958176696
11690.306559649,2.4448783198033057,0.045217242721684855,0.007034512566939292,-0.023422951584593843
11690.400739407,2.455151707069629,0.04538020592450692,0.004774360788998119,-0.022439036081491004
11690.528655635,2.4665630289778315,0.045205063463256,0.0037705785564079893,-0.023666706354747095
11690.609784088,2.4775909175767894,0.04419670797149456,0.004345025794568837,-0.029130165935306263
11690.693275608,2.4899608720678006,0.04373749230040808,0.003126266894345605,-0.030853099078103078
11690.90062287,2.5153948593605895,0.044150971052786474,0.004926031820022479,-0.03847846007944921
11691.023111632,2.5320444970720173,0.04440676811760892,0.0037358637071846362,-0.04206193965428097
11691.093449444,2.5415134148008907,0.04577338116893394,0.0037026336305209274,-0.03763343038793865
11691.205294577,2.5508026897941862,0.04584783845143146,0.0025412889426633723,-0.03884967994741117
11691.294932365,2.557482601654133,0.04637168787113359,0.002126064323236884,-0.05069174304559044
11691.395828773,2.5683794864515623,0.046956590196743316,0.002992934981273491,-0.052497935654677086
11691.510704382,2.5801112380265967,0.04780005936115847,0.004353976715589934,-0.03944133885455958
11691.612293544,2.5911182631008396,0.04797187861575639,0.004306527312805512,-0.03661108536328151
11691.704703113,2.607829780421407,0.04900234589837666,0.005113740507759784,-0.038817912744245404
11691.807691702,2.6211251633244745,0.0478853952450569,0.002743316936326642,-0.03769195980603922
11691.900951597,2.6340769724362803,0.0484904673246785,0.00442977651025644,-0.04168345463807775
11692.018701295,2.6496760534261927,0.04707159258387141,0.005215721239071094,-0.03353089239947993
11692.097864705,2.654456168733724,0.04665455501221254,0.002684310687067236,-0.039334276696497465
11692.225258007,2.6651576197609472,0.04617584557635586,0.004436638405400676,-0.035734195391047496
11692.399162309,2.676761577282279,0.04196319487606077,0.00607123135415452,-0.02555035385431159
11692.700361733,2.700156096690213,0.0407103591433422,0.002937146336072818,-0.014012713817613601
11692.90231164,2.7145844082284123,0.04000634265700899,0.001320557424089597,-0.015221180718856699
11693.010152031,2.7205153847025114,0.03862262037804126,0.002879495427075289,0.000790068207809913
11693.098914883,2.7264126857377344,0.038078590199358046,0.0025298056924926093,0.008204452476472834
11693.215054268,2.735654252568387,0.03461594598383408,0.0027797229429650256,0.01274351836327847
11693.315916338,2.743575358723963,0.03292607475970948,0.0030300773796194656,0.029870012711354033
11693.389004938,2.7484695130162824,0.03214196424727641,0.0020616184911837524,0.03314420115199514
11693.507026609,2.755717099838478,0.028319501661419073,-6.588930858374386e-05,0.04618105327067257
11693.593056592,2.7613750902423644,0.026487295145850166,0.0014181015586464919,0.04681954458351223
11693.691560651,2.768612868142493,0.025168021850566026,0.0017041360293867038,0.05136748902819921
11693.793815972,2.7766016919537013,0.021361885739486507,-0.0007909990162469895,0.052611412065371344
11693.902281658,2.7893189502095495,0.017169805616020266,0.001106475744513353,0.07446443339964183
11693.992195483,2.7956600137136647,0.013516139241703463,0.00026147773224397225,0.07598847306131297
11694.089801246,2.801973368477074,0.00784245472479343,-0.0013187535260423512,0.08134883187447306
11694.197177561,2.812619104167935,0.00495523643609653,0.00104141766189065,0.09432674149829755
11694.310443624,2.8222561954766316,0.003941370794448654,0.00011173978399407412,0.12046000745806129
11694.399193803,2.83097922181854,0.0006681651373806541,1.9652586941608473e-05,0.11998213003594581
11694.495763796,2.837957449824327,-0.0021598777057362964,-0.001573038902481118,0.13648108067920894
11694.705020925,2.862545589128883,0.011200712096927821,0.009721307934491226,0.19512619347111923
11694.819854323,2.8769385518538257,0.022774801620373927,0.009515763314462291,0.21088860392159112
11695.011280249,2.895150751460944,0.031819003139057535,0.00783850636556275,0.2259173038789157
11695.111342842,2.9086701624257194,0.04111589626091159,0.012434244358639525,0.23745251963851338
11695.210153308,2.920117456655469,0.04482823418809064,0.007960605581779261,0.23948160663779203
11695.302421848,2.9370670678817286,0.04951515826081817,0.008326761361129741,0.2617328407357276
11695.410912013,2.946860628888567,0.05207146809234028,0.0054653502773506285,0.2668681474138985
11695.497586683,2.9563966621155764,0.053813413335229675,0.003176449355549575,0.27730304194813327
11695.600071993,2.971123949161715,0.0552822688931534,0.004912154464663204,0.2853681413823588
11695.799383877,2.9890265852992903,0.05752875203101688,0.005097800589019174,0.3036032442487685
11695.90672435,3.004146400855521,0.05939614804535207,0.00835139297633617,0.32914480441434785
11695.984583789,3.0140306963312855,0.05833511971784054,0.005181030339339702,0.32716583743967664
11696.085337663,3.022486178864253,0.062232527468722265,0.004211352197797632,0.3436433490547421
11696.213201534,3.036927008811055,0.06840049793661346,0.006001651055208725,0.35174492215853664
11696.296432757,3.0426018370277177,0.07354344569386528,0.006018347533630452,0.3581009604638906
11696.398708428,3.043515274871987,0.07349374629171608,0.005096886607919029,0.3639836006537789
11696.509432282,3.0514812964909277,0.07583315899433778,0.002784246385940236,0.380692073926709
11696.607187455,3.060098503481664,0.08136109450884922,0.00529554512321631,0.4019853261467881
11696.71283534,3.0715610849515635,0.08830989470505853,0.006399790147174674,0.41454589792646335
11696.809573528,3.076790643850956,0.09404393522347806,0.004458982444379575,0.4227616267199257
11697.003693664,3.088960685644663,0.1025155172464069,0.004970571548025604,0.44646967130484744
11697.107701476,3.0933364383323654,0.10908426212013662,0.006678697070067547,0.45607782350257253
11697.18523409,3.097438237728133,0.1142906529124901,0.003471253813672924,0.46170901813693677
11697.290352202,3.1029282855105786,0.1196878796345602,0.0033565853062590603,0.48135635821178463
11697.404540942,3.112871984542136,0.13061550361353833,0.008893623050269818,0.4994295140527311
11697.513248999,3.120293712872816,0.13914411904550994,0.007865101936415835,0.5171053951230588
11697.611317876,3.128668081082503,0.14561966911896354,0.004072422678510214,0.5141321940814707
11697.700565218,3.1324791195546973,0.15114580492504198,0.00323788975461779,0.5201392956485629
11697.902083844,3.1437081993816487,0.16042707910035814,0.004060710934658256,0.5300522354363566
11697.997855639,3.148112661729199,0.16459666762465447,0.002171154027333974,0.5434609667335728
11698.099622401,3.1548813709838126,0.17290877319059242,0.0034574114457714186,0.5579689530748428
11698.20213123,3.160731268980625,0.1812673440300809,0.0029320296227513636,0.5676120700503038
11698.297650891,3.166229037468195,0.1902859843075572,0.0062258989435671945,0.5823515378634098
11698.393735013,3.169929118878919,0.19926595528855567,0.005292372621408692,0.603978460126933
11698.491418695,3.1735475778106257,0.20670261936525,0.002923031551383159,0.616070276074634
11698.725204823,3.1839155030342723,0.21829447600528668,0.0032226969070760702,0.6265003803334963
11698.904976562,3.19432915250448,0.23175033974640075,0.005542298085286308,0.6545951280052831
11698.991406457,3.197066747212699,0.237973674993895,0.005119858966879482,0.6408576621050543
11699.118634597,3.2024683188812557,0.2453857867642887,0.002238146927295993,0.6488450204675429
11699.189235036,3.2034257587769432,0.24975062914720964,0.0022321715113155145,0.6501036307184882
11699.299605055,3.2080692028392592,0.2567640937709264,0.002149059416991811,0.6598776923719676
11699.399748191,3.213037378875009,0.2640859202418234,0.003560010102174927,0.6781685399708901
11699.515209058,3.2184981039467524,0.27367953673935264,0.00777765668855642,0.7179342379693507
11699.606896812,3.2208511448874653,0.27918188775096275,0.0025011315300694412,0.6979431237443632
11699.695967317,3.221321524462453,0.2841169981444479,0.0037246771365561327,0.7247567852454967
11699.820805028,3.2243325646236145,0.2916487693597249,0.004002132199105019,0.7214753461526692
11699.896694848,3.226173844149297,0.29794625606251957,0.003072204673684893,0.7263423189808956
11700.083313895,3.2373805415162664,0.3150165556789555,0.003925130833582029,0.7481030125569895
11700.197007198,3.2419577001504627,0.3263842155389424,0.0034060621371977537,0.7508923114502563
11700.293644805,3.2431673933398666,0.3325378626361756,0.0032461707751931953,0.7670495388802898
11700.39568754,3.244142147827644,0.3399709256845015,0.0060636928654149505,0.7782370250786393
11700.48758074,3.2460907046597356,0.34507877940537446,0.004065838527613889,0.7908207849070035
11700.616513178,3.249904040446402,0.3539095739570268,0.00332650941960411,0.8103734782881723
11700.693027045,3.252944046246718,0.36115216774704645,0.002768133644013276,0.8258581706389888
11700.795975083,3.254412418805222,0.366181498445497,0.002980520250986755,0.8344219737411076
11700.990680798,3.2437723337145092,0.3591847872559412,0.0035980459631676435,0.8343886192716112
11701.091426572,3.2346763554858096,0.3511519809739199,0.001191935325275871,0.8439845024643543
11701.188062227,3.231698218080356,0.35031961298951986,0.003678689623472113,0.8565310936303706
11701.304612817,3.228882517232946,0.34108771591426695,-0.0017013035188492129,0.864512544413957
11701.495418367,3.1876728500996543,0.29306770325647385,0.003335276933247897,0.872650657336708
11701.607910102,3.170421919498175,0.27439235006697865,0.0022788709533601457,0.8824955479078423
11701.696829594,3.1563856898354374,0.2629243009127981,0.0017129879630609895,0.8822176852391659
11701.909503184,3.157044055682708,0.26614169727774317,0.0021430935207103724,0.8992591863792414
11702.001452416,3.16191385007612,0.2740929171698792,0.002747638945867355,0.8970514806128289
11702.085116895,3.1660796409873453,0.2810453009298316,0.0015451997454536362,0.9047636696671367
11702.185425251,3.1695343801260774,0.2880712345561902,0.001132338624011668,0.917793822333226
11702.331084669,3.168867366087651,0.2896439393119547,-8.391971539469484e-05,0.9186810507661809
11702.409675164,3.1593887949973904,0.283565386164324,0.003534540292390782,0.9230204100472266
11702.509986175,3.150888548131053,0.27350181056351824,0.00018208271915183245,0.925177850843201
11702.611867113,3.1345201708825083,0.25262957385351414,-0.0011318001539453615,0.9373594195519246
11702.697719423,3.1215299137934513,0.23166424237405064,-0.0031288957782021863,0.9446902950009327
11702.803913494,3.1025550216061144,0.20439844180378103,0.0015389549963575589,0.9494161444774463
11702.897016195,3.0896845638527672,0.18680648365038585,-0.0010029669699543494,0.9486364663798694
11703.021948594,3.0748689807430183,0.16547145139216543,-0.0009818996930692511,0.9590715509376854
11703.11998662,3.0685228308246386,0.15236269927124818,-0.0023848807917109843,0.9598615766316787
11703.199781785,3.0689551521978564,0.14730892018446434,-0.0038757166435304923,0.9691697551678345
11703.30546301,3.074556749898141,0.14706570753338932,-0.00024811092881630914,0.9754643596405278
11703.39483432,3.0803821844562753,0.1527983667998463,-0.0022326245690097203,0.9756542527138484
11703.50561513,3.084513892134557,0.1596262025262243,-0.001093035084961974,0.9669216407885504
11703.617698181,3.088063301352378,0.16557879119139515,0.0013543964266020186,0.9739276159056188
11703.712817668,3.091400606701575,0.17231880588313167,0.0006093088930056994,0.978817306510418
11703.935172333,3.094568514481781,0.17892261971858092,-0.0001816700810903795,0.9817943134974172
11704.003157759,3.0926362378859884,0.17599071235414823,-0.0022447999897342516,0.9775151630649486
11704.090522235,3.0924086505946624,0.17657431387222247,0.0008890729382999656,0.9709763136880145
11704.216592454,3.0945561658712393,0.17743343504185982,-0.0010292229546130685,0.939705502921142
11704.306114712,3.0997439141993604,0.1769938468066232,0.0008665550090818595,0.9080824793757183
11704.415018962,3.1007115753557715,0.18043800954686365,0.0018979274616535485,0.8690192072552438
11704.517451721,3.104561251766211,0.1853698246548101,0.0025413547219009067,0.8208726997231991
11704.612236127,3.1070266650225893,0.18541745057880127,-0.0010135274202136546,0.7940259182184871
11704.697273183,3.1119730737417286,0.1831028347140289,-0.0027165037132904787,0.7312563641026587
11704.796090619,3.117261675981768,0.18056849212488923,-0.003553749384024781,0.6944566600773242
11704.902125453,3.1229060863208185,0.17755563517309914,-0.004671545826864828,0.6353491269312227
11705.001595225,3.129977607654079,0.17224257930526576,-0.0041699613383995365,0.6094360988258806
11705.101390765,3.1371575637551743,0.17074038526981208,-0.002204675245886203,0.5709688435385742
11705.206208897,3.1398383396593132,0.17176261873645945,0.0006184608981312052,0.5793968275936776
11705.306429471,3.1421935530637057,0.1735204479514739,0.0017107687027729335,0.5597638768134257
11705.517706221,3.142496816583637,0.17463572415231401,0.0020240472680456358,0.5203675391452297
11705.800652779,3.1503248109611683,0.1681440203883062,-0.0025390539703997014,0.4112657001136127
11705.894600043,3.1564588324545886,0.16225129180951772,-0.003664027550582645,0.3985789766914246
11706.025187015,3.158919436506955,0.16038762585790747,-0.003098275015553331,0.43098278814144525
11706.094945702,3.1615660912243686,0.16128723180248314,-0.000985415062649695,0.43746928217242803
11706.310595522,3.1658628306048597,0.16023113554323667,-0.0003285473773339155,0.45262351576849735
11706.404449983,3.169166576507389,0.16098045182526102,-0.0011234624172428464,0.5333500971809402
11706.506883797,3.1720683589272234,0.16414678779034517,-0.0012998613475526028,0.5196392485193871
11706.602674435,3.175972165623231,0.1682430008459754,0.0006998177737396374,0.43597775413022877
11706.693639192,3.181056639741293,0.16922314216826098,-1.5070324433801108e-05,0.2977473875946859
11706.791557788,3.1870702054702975,0.17007207930890408,0.00023868275350673603,0.11741522433700748
11706.888809615,3.1922560922522583,0.1710590215247606,0.0010548780077085805,0.03666850109579611
11706.998671488,3.1972243770523954,0.1733771062231867,0.0028625106365575016,-0.08687506017558722
11707.090212835,3.2014849040218527,0.17525567453754604,0.002451087725283599,-0.18797568742826784
11707.309976582,3.2059958328784197,0.1780351621650418,0.003801925272163225,-0.3236206346887692
11707.403822755,3.2075998945271755,0.17769745396137057,0.0005028466194395799,-0.4320029440391906
11707.488338452,3.2083154174937527,0.17746378986888056,-0.0006052911863490503,-0.4826025805455153
11707.596364822,3.2082351393485427,0.17789830745250662,-0.0012135691875992366,-0.5016039474851857
11707.697309414,3.2074287576131897,0.1782359788509738,-0.00128179971242874,-0.5022738764719766
11707.785480852,3.2066340591864493,0.17864824822991715,-0.001723496737550688,-0.5162313576877652
11707.887094612,3.2058237300534844,0.17931444600527838,-0.0021040940716877156,-0.5282455927966092
11707.984730641,3.204607038515426,0.1791285820496515,-0.002072495183254672,-0.5520980035645402
